customer_id,age,customer_tenure_years,annual_income,average_account_balance,monthly_spending,transaction_count,average_transaction_amount,recency_days,debit_ratio,credit_ratio,digital_usage_score,mobile_app_login_frequency,digital_transaction_ratio,products_held,engagement_score,spending_trend
C000449,34,7.0,86678,427023,2881.34,56,100.0,0.5,0.648,0.352,0.365,13.0,0.188,2,0.382,-0.326
C000450,45,4.6,70328,401512,2682.5,40,100.0,4.1,0.91,0.09,0.402,14.0,0.376,3,0.455,0.07
C000451,36,4.0,82931,185113,5843.79,40,194.48,17.4,0.784,0.216,0.581,7.0,0.501,2,0.354,0.249
C000452,31,1.6,85489,345190,4742.53,47,100.0,30.5,0.844,0.156,0.646,8.0,0.532,2,0.645,-0.179
C000453,26,1.2,95580,324892,5390.49,40,103.33,14.2,0.87,0.13,0.606,11.0,0.666,1,0.4,0.169
C000454,29,3.2,58198,250671,1743.22,22,100.0,20.0,0.625,0.375,0.728,12.0,0.681,1,0.45,-0.104
C000455,50,8.5,69086,282793,2026.77,15,143.04,18.1,0.896,0.104,0.269,10.0,0.484,3,0.487,-0.042
C000456,42,4.9,100209,125841,6780.64,33,337.66,6.5,0.542,0.458,0.606,6.0,0.387,3,0.603,0.084
C000457,31,7.0,389457,580136,13007.95,50,255.59,8.1,0.861,0.139,0.479,6.0,0.389,5,0.72,0.294
C000458,32,10.7,59510,803897,3012.5,26,167.96,9.6,0.773,0.227,0.468,8.0,0.697,2,0.529,-0.085
C000459,50,13.0,82048,273111,4523.47,56,100.0,17.6,0.889,0.111,0.769,7.0,0.689,2,0.673,0.218
C000460,53,1.6,105090,232494,4912.71,55,100.0,10.0,0.849,0.151,0.94,4.0,0.676,5,0.723,0.192
C000461,25,3.4,55878,270994,1832.09,8,244.93,136.2,0.827,0.173,0.237,10.0,0.266,1,0.244,-0.269
C000462,42,16.3,77911,427703,3158.63,43,100.0,7.8,0.752,0.248,0.464,8.0,0.471,4,0.587,0.163
C000463,42,10.8,77387,155829,5397.59,47,103.17,14.8,0.838,0.162,0.793,6.0,0.826,1,0.678,0.064
C000464,21,7.7,35240,146296,1699.44,34,100.0,1.7,0.665,0.335,0.643,9.0,0.537,1,0.498,-0.159
C000465,34,11.6,77927,287365,2771.26,46,100.0,3.0,0.862,0.138,0.643,10.0,0.765,3,0.57,0.064
C000466,36,5.3,334226,520441,18791.98,55,428.11,11.4,0.863,0.137,0.586,7.0,0.699,4,0.557,0.112
C000467,42,10.3,42606,370250,2162.52,25,100.0,15.9,0.64,0.36,0.719,10.0,0.557,1,0.34,0.105
C000468,62,5.0,67199,358274,4010.51,36,100.49,5.3,0.614,0.386,0.642,17.0,0.452,1,0.517,0.091
C000469,50,2.7,48870,98638,1000.0,5,245.93,55.6,0.626,0.374,0.097,8.0,0.117,1,0.204,-0.237
C000470,37,3.4,99391,261675,2883.02,36,100.0,3.9,0.527,0.473,0.458,6.0,0.304,3,0.511,-0.037
C000471,37,5.6,191551,982377,12896.89,72,247.34,12.7,0.818,0.182,0.755,11.0,0.669,6,0.587,-0.012
C000472,37,3.8,100204,286961,3615.73,42,149.97,7.6,0.656,0.344,0.347,10.0,0.097,1,0.429,-0.143
C000473,37,2.9,82110,824846,3820.91,43,100.0,4.7,0.766,0.234,0.206,0.0,0.246,2,0.361,-0.082
C000474,34,4.8,157318,110425,7134.53,55,183.3,1.4,0.691,0.309,0.871,20.0,0.756,2,0.747,-0.015
C000475,51,5.7,145345,610262,6237.8,56,100.0,5.3,0.748,0.252,0.87,9.0,0.788,3,0.828,0.228
C000476,43,1.3,82131,184619,4135.11,40,111.16,20.3,0.505,0.495,0.749,2.0,0.501,2,0.655,0.026
C000477,41,10.5,64343,329287,2186.52,39,100.0,1.3,0.644,0.356,0.215,1.0,0.453,3,0.429,-0.005
C000478,42,0.6,67714,63738,3190.65,14,207.73,9.7,0.436,0.564,0.534,8.0,0.283,2,0.418,0.041
C000479,39,12.1,70297,281336,2345.35,12,232.09,62.1,0.815,0.185,0.405,8.0,0.584,2,0.215,-0.309
C000480,48,8.7,73824,327540,1820.71,48,100.0,6.5,0.871,0.129,0.137,1.0,0.0,4,0.517,0.107
C000481,40,4.6,148919,260396,6923.39,65,100.0,28.0,0.919,0.081,0.674,13.0,0.475,2,0.729,-0.219
C000482,49,5.8,80313,863246,2423.83,22,108.62,50.6,0.744,0.256,0.581,12.0,0.242,3,0.489,0.216
C000483,42,1.7,139593,317245,7436.53,50,121.3,20.8,0.814,0.186,0.675,18.0,0.336,3,0.613,0.112
C000484,29,4.7,57741,150577,2359.53,40,100.0,10.0,0.855,0.145,0.638,7.0,0.536,2,0.713,-0.21
C000485,32,5.5,74258,428081,3781.31,41,108.73,22.4,0.802,0.198,0.459,7.0,0.172,2,0.482,0.033
C000486,60,8.0,67430,510825,2669.84,36,100.0,6.0,0.663,0.337,0.446,9.0,0.437,2,0.656,-0.128
C000487,46,6.5,51430,470595,2286.16,34,100.0,7.2,0.676,0.324,0.44,1.0,0.454,3,0.561,0.192
C000488,61,17.1,192254,1245022,10803.56,44,156.08,6.8,0.85,0.15,0.299,0.0,0.22,7,0.453,0.103
C000489,63,3.4,57342,239810,1400.29,29,100.0,11.6,0.642,0.358,0.982,13.0,0.819,1,0.449,-0.007
C000490,58,15.8,57747,225641,1000.0,33,100.0,2.6,0.821,0.179,0.929,16.0,0.6,3,0.765,-0.056
C000491,21,5.5,73880,401217,1000.0,7,123.16,180.0,0.743,0.257,0.456,9.0,0.359,2,0.253,-0.29
C000492,39,4.5,143433,645939,5073.98,41,103.01,5.8,0.78,0.22,0.532,16.0,0.657,3,0.64,-0.113
C000493,37,1.8,78748,234332,3978.33,49,100.0,3.5,0.94,0.06,0.523,11.0,0.524,3,0.588,-0.041
C000494,45,16.5,58724,96273,2649.09,34,100.0,4.1,0.726,0.274,0.4,2.0,0.58,1,0.569,0.058
C000495,47,4.4,109120,1120500,1962.47,48,100.0,9.9,0.641,0.359,0.831,17.0,0.632,1,0.296,0.004
C000496,41,8.0,60686,25860,1482.39,2,952.6,180.0,0.769,0.231,0.06,4.0,0.0,2,0.216,-0.202
C000497,33,1.0,48194,291283,1000.0,29,100.0,0.6,0.55,0.45,0.644,16.0,0.369,2,0.648,-0.236
C000498,46,11.0,99068,888581,1771.75,41,100.0,12.7,0.628,0.372,0.674,3.0,0.611,1,0.511,-0.007
C000499,40,2.6,56717,576858,1794.38,32,100.0,8.9,0.897,0.103,0.725,10.0,0.281,2,0.49,-0.005
C000500,38,11.6,48509,85679,1286.82,30,100.0,8.3,0.591,0.409,0.875,19.0,0.704,1,0.436,0.072
C000501,38,5.0,256289,1239757,12943.58,54,371.46,10.5,0.652,0.348,0.381,9.0,0.187,6,0.537,0.056
C000502,44,4.0,87733,225352,2541.24,51,100.0,4.6,0.611,0.389,0.833,18.0,0.706,1,0.626,0.019
C000503,53,8.9,43337,122373,1348.3,12,123.49,122.2,0.697,0.303,0.349,7.0,0.412,1,0.399,-0.136
C000504,35,4.4,77746,272835,2271.94,26,125.89,24.8,0.734,0.266,0.64,12.0,0.587,1,0.568,-0.114
C000505,36,3.9,84080,243686,3484.09,15,174.39,16.2,0.74,0.26,0.223,7.0,0.359,2,0.292,-0.101
C000506,42,10.6,90551,476994,3739.24,13,327.4,64.8,0.822,0.178,0.053,0.0,0.274,2,0.468,-0.204
C000507,46,9.9,138738,168610,6507.55,41,152.0,15.0,0.588,0.412,0.908,11.0,0.53,1,0.755,0.058
C000508,64,14.3,116131,497194,5774.89,58,100.0,4.5,0.705,0.295,0.616,12.0,0.447,5,0.787,0.244
C000509,60,5.3,84361,427794,2948.19,37,100.0,7.2,0.798,0.202,0.918,10.0,0.833,3,0.561,0.003
C000510,37,16.1,127437,799802,3850.93,54,100.0,26.9,0.606,0.394,0.587,9.0,0.538,3,0.436,0.064
C000511,26,12.2,107637,140615,5277.39,37,119.54,1.5,0.604,0.396,0.544,16.0,0.518,2,0.685,-0.172
C000512,48,2.7,209502,464046,16585.58,58,184.83,5.8,0.64,0.36,0.559,5.0,0.33,4,0.737,0.08
C000513,28,14.6,152964,1090060,5081.59,40,194.76,11.9,0.753,0.247,0.554,8.0,0.412,1,0.431,-0.001
C000514,53,16.0,34943,145235,1409.87,26,100.0,10.1,0.632,0.368,0.71,14.0,0.543,1,0.535,0.144
C000515,45,6.3,225470,171428,11973.96,63,146.6,35.4,0.734,0.266,0.693,9.0,0.584,4,0.526,0.172
C000516,24,11.1,224733,241258,13856.73,64,208.35,14.1,0.513,0.487,0.504,11.0,0.265,5,0.504,-0.134
C000517,21,9.0,67791,250406,3914.02,36,100.0,14.5,0.721,0.279,0.475,5.0,0.373,1,0.472,0.052
C000518,38,7.4,224119,396591,11746.85,63,210.82,1.0,0.735,0.265,0.901,16.0,0.821,5,0.729,-0.019
C000519,33,2.3,64921,212817,3221.65,4,688.27,43.3,0.576,0.424,0.0,4.0,0.251,1,0.304,-0.089
C000520,46,1.6,54884,42025,1583.11,44,100.0,8.1,0.738,0.262,0.492,16.0,0.585,2,0.491,0.113
C000521,40,9.1,214897,1046904,6961.64,50,131.98,7.3,0.859,0.141,0.928,19.0,0.74,7,0.647,0.107
C000522,53,6.8,61782,806719,1996.41,31,100.0,10.3,0.647,0.353,1.0,17.0,0.744,1,0.775,-0.19
C000523,37,13.4,55839,299326,1481.61,16,100.0,37.6,0.638,0.362,0.302,8.0,0.153,2,0.431,0.052
C000524,47,6.2,79751,737661,2772.67,40,100.0,5.0,0.545,0.455,0.927,14.0,0.8,2,0.604,0.152
C000525,51,16.5,56411,292642,1644.95,26,100.0,11.0,0.619,0.381,0.337,3.0,0.216,2,0.351,-0.156
C000526,44,4.7,195822,749266,7193.46,48,212.82,1.2,0.685,0.315,0.73,17.0,0.613,2,0.701,0.185
C000527,47,10.7,113619,276058,4332.03,41,135.37,3.0,0.919,0.081,0.659,11.0,0.757,3,0.541,0.006
C000528,48,10.4,73935,38665,3388.76,35,112.19,5.4,0.697,0.303,0.509,9.0,0.28,1,0.459,-0.302
C000529,30,2.6,142463,372248,5653.03,43,143.52,14.3,0.666,0.334,0.606,5.0,0.461,2,0.614,0.127
C000530,45,10.8,175526,664837,10852.6,54,181.07,15.6,0.776,0.224,0.881,9.0,0.76,3,0.606,0.11
C000531,39,4.5,38978,131684,1000.0,23,100.0,9.3,0.689,0.311,0.511,3.0,0.492,1,0.438,-0.12
C000532,39,6.0,80749,670231,2744.07,31,100.0,8.3,0.665,0.335,0.694,8.0,0.83,1,0.537,0.062
C000533,21,6.6,168105,477489,6708.86,46,119.95,8.4,0.685,0.315,0.777,16.0,0.735,4,0.625,-0.168
C000534,39,5.3,95098,482173,4078.37,17,253.87,35.6,0.669,0.331,0.632,17.0,0.428,1,0.324,0.021
C000535,37,9.6,76673,608676,4054.93,32,111.69,4.0,0.669,0.331,0.277,10.0,0.222,4,0.661,0.056
C000536,43,4.9,88410,646734,3788.05,38,100.0,15.7,0.713,0.287,0.67,10.0,0.581,2,0.605,-0.101
C000537,31,5.1,73260,705384,2791.72,52,100.0,8.4,0.904,0.096,0.578,7.0,0.499,2,0.689,0.056
C000538,32,6.0,98592,213563,3312.27,35,100.0,2.7,0.782,0.218,0.286,14.0,0.311,1,0.458,-0.002
C000539,56,4.0,74878,499243,3076.26,15,204.34,93.6,0.742,0.258,0.295,9.0,0.212,2,0.326,-0.163
C000540,36,2.7,106504,248142,3731.65,48,100.0,6.0,0.63,0.37,0.337,7.0,0.384,2,0.563,-0.191
C000541,34,3.9,90239,508434,3391.61,8,492.9,148.7,0.732,0.268,0.362,6.0,0.326,2,0.287,-0.243
C000542,37,2.2,81590,146661,3933.29,28,120.39,3.0,0.85,0.15,0.759,6.0,0.612,3,0.502,0.03
C000543,38,5.8,74201,359609,2535.42,40,100.0,17.1,0.917,0.083,0.446,3.0,0.51,1,0.544,-0.007
C000544,36,1.4,111370,332498,5966.24,44,123.73,4.0,0.605,0.395,0.712,14.0,0.898,3,0.81,-0.11
C000545,37,3.3,232134,728660,6552.08,44,231.3,4.9,0.781,0.219,0.804,16.0,0.586,2,0.447,0.084
C000546,33,4.8,69596,221841,3278.82,28,100.0,2.8,0.68,0.32,0.426,4.0,0.439,1,0.501,0.139
C000547,70,18.0,71672,696114,2704.95,42,100.0,1.8,0.838,0.162,0.405,2.0,0.313,3,0.548,-0.024
C000548,49,8.6,54073,136042,2269.49,29,100.0,4.9,0.656,0.344,0.864,19.0,0.687,1,0.551,0.04
C000549,42,5.0,141562,500615,4570.32,57,100.0,9.9,0.898,0.102,1.0,11.0,0.867,5,0.757,0.027
C000550,24,10.8,65591,829399,1631.66,29,100.0,13.6,0.578,0.422,0.696,6.0,0.539,2,0.589,-0.092
C000551,51,14.1,103003,430941,3944.47,17,188.7,37.7,0.595,0.405,0.651,15.0,0.649,1,0.341,0.051
C000552,37,4.2,107169,264523,2198.0,37,100.0,10.3,0.779,0.221,0.489,9.0,0.611,3,0.406,0.002
C000553,51,7.6,140590,1887661,6401.15,48,127.59,36.6,0.705,0.295,0.722,8.0,0.579,6,0.404,0.291
C000554,46,4.3,62354,89870,2298.54,37,100.0,1.5,0.699,0.301,0.722,9.0,0.452,1,0.699,0.271
C000555,50,17.5,61540,570548,2331.93,38,100.0,1.7,0.596,0.404,0.658,10.0,0.427,2,0.492,0.247
C000556,32,4.8,130171,154709,8047.43,48,184.39,7.4,0.826,0.174,0.609,13.0,0.514,2,0.6,-0.025
C000557,59,9.1,51979,142067,1073.54,14,100.0,180.0,0.815,0.185,0.447,6.0,0.713,2,0.44,-0.323
C000558,44,5.1,391338,2496216,22401.94,52,472.83,10.6,0.672,0.328,0.636,3.0,0.405,6,0.709,0.049
C000559,21,11.4,59843,320315,3007.23,37,100.0,5.7,0.731,0.269,0.713,15.0,0.508,3,0.643,0.124
C000560,25,7.6,59596,289827,1269.6,39,100.0,15.4,0.674,0.326,0.64,12.0,0.417,3,0.484,0.011
C000561,21,3.3,45447,221064,1376.52,32,100.0,7.2,0.94,0.06,0.925,11.0,0.579,1,0.646,-0.097
C000562,36,2.4,64093,175923,2360.45,43,100.0,5.9,0.618,0.382,0.669,8.0,0.506,3,0.637,0.047
C000563,41,2.8,168507,787884,9656.29,52,294.09,14.1,0.707,0.293,0.755,15.0,0.665,5,0.644,0.147
C000564,30,3.5,48438,198631,1218.63,14,114.05,80.5,0.748,0.252,0.344,13.0,0.356,1,0.381,-0.096
C000565,52,5.0,164210,2184452,8459.93,67,138.01,7.0,0.87,0.13,0.712,24.0,0.466,4,0.624,-0.006
C000566,66,7.4,63729,361200,2190.32,43,100.0,14.2,0.937,0.063,0.241,12.0,0.252,2,0.535,0.225
C000567,31,11.1,60327,1176244,2116.51,41,100.0,9.5,0.859,0.141,0.515,0.0,0.351,4,0.609,-0.088
C000568,47,5.8,101173,882329,2983.43,37,100.79,20.3,0.66,0.34,0.223,6.0,0.287,3,0.593,-0.031
C000569,24,13.6,151300,294772,9607.17,51,144.79,17.7,0.778,0.222,0.66,7.0,0.439,5,0.641,-0.069
C000570,34,4.5,251140,1632502,13565.99,60,255.95,9.5,0.777,0.223,0.788,17.0,0.697,5,0.736,0.06
C000571,31,4.3,53996,134739,2588.29,54,100.0,4.1,0.909,0.091,0.436,8.0,0.338,3,0.661,-0.076
C000572,47,4.9,116233,1074945,4326.47,60,100.0,19.3,0.786,0.214,0.728,14.0,0.68,5,0.654,0.03
C000573,46,14.3,155551,545592,8455.63,57,155.33,3.4,0.726,0.274,0.792,10.0,0.631,5,0.84,0.037
C000574,53,5.0,219470,1896342,12890.72,77,166.81,28.3,0.883,0.117,0.551,11.0,0.22,5,0.793,0.025
C000575,21,3.6,101830,319888,4161.94,14,253.91,11.8,0.522,0.478,0.606,11.0,0.158,3,0.488,-0.119
C000576,31,6.7,110688,667163,5762.81,54,100.0,11.2,0.924,0.076,0.547,4.0,0.491,4,0.664,0.19
C000577,44,4.7,91820,339400,3398.98,46,100.0,5.3,0.716,0.284,0.787,18.0,0.483,2,0.772,-0.277
C000578,56,8.9,78825,426114,3558.04,27,107.95,6.0,0.733,0.267,0.607,10.0,0.453,1,0.631,-0.128
C000579,23,6.4,210498,492357,6795.86,54,120.36,16.1,0.767,0.233,0.72,14.0,0.494,4,0.701,-0.135
C000580,47,13.6,106591,765233,4323.57,46,100.0,1.3,0.618,0.382,0.388,11.0,0.626,1,0.583,-0.163
C000581,38,7.0,121634,566823,6565.11,40,196.9,4.8,0.722,0.278,0.674,11.0,0.394,4,0.708,0.07
C000582,38,7.6,147425,815707,4600.54,19,208.31,121.0,0.679,0.321,0.274,0.0,0.268,1,0.284,-0.091
C000583,42,15.8,214880,358708,15103.06,62,285.35,4.6,0.722,0.278,0.633,15.0,0.783,4,0.816,0.09
C000584,49,5.4,64211,186768,2652.77,43,100.0,29.5,0.713,0.287,0.65,8.0,0.396,1,0.452,-0.184
C000585,59,15.6,109542,421970,5911.92,54,147.37,2.3,0.881,0.119,0.536,2.0,0.318,2,0.658,0.039
C000586,33,13.5,61051,485676,2361.77,30,100.0,9.6,0.622,0.378,0.811,14.0,0.405,1,0.56,0.118
C000587,34,6.1,129993,522412,7946.3,58,171.65,3.7,0.783,0.217,0.762,7.0,0.468,2,0.669,-0.054
C000588,23,3.5,70877,310333,2294.41,41,100.0,4.1,0.481,0.519,0.352,13.0,0.198,2,0.477,0.227
C000589,36,10.9,60912,181731,1733.62,9,239.72,180.0,0.623,0.377,0.285,12.0,0.471,2,0.344,-0.255
C000590,40,3.5,48175,136222,1599.29,39,100.0,6.1,0.795,0.205,0.748,18.0,0.481,1,0.404,-0.029
C000591,45,4.0,43706,138699,1461.19,25,100.0,16.4,0.736,0.264,0.845,13.0,0.768,2,0.651,0.08
C000592,25,5.9,87022,103686,4003.8,35,142.88,1.6,0.517,0.483,0.52,9.0,0.313,2,0.447,0.236
C000593,40,3.2,58399,301401,1378.03,26,100.0,1.7,0.615,0.385,0.948,15.0,0.7,1,0.451,-0.096
C000594,27,6.6,203548,477391,9542.69,69,233.41,6.5,0.88,0.12,1.0,21.0,0.884,5,0.828,-0.066
C000595,21,9.7,126305,577655,3883.18,40,107.3,44.8,0.854,0.146,0.547,8.0,0.723,5,0.532,0.016
C000596,39,0.7,124158,206294,5470.95,42,148.03,15.5,0.69,0.31,1.0,22.0,0.654,4,0.692,0.02
C000597,49,8.1,69527,258986,1344.69,26,100.0,5.7,0.798,0.202,0.438,11.0,0.311,2,0.445,0.037
C000598,45,6.4,53886,141798,1250.39,24,100.0,6.5,0.65,0.35,0.91,17.0,0.895,1,0.538,-0.08
C000599,48,8.5,62195,246082,2942.06,38,100.0,12.1,0.666,0.334,0.235,2.0,0.343,1,0.574,-0.091
C000600,23,10.2,189099,475041,12257.96,61,156.45,11.7,0.588,0.412,0.504,11.0,0.529,5,0.802,-0.038
