recommendation_id,customer_id,product_id,recommendation_date,suitability_score,accepted,converted
R000283_01,C000283,P003,2026-07-08,0.691,1,0
R000283_02,C000283,P007,2026-04-15,0.773,0,0
R000283_03,C000283,P008,2026-06-23,0.687,0,0
R000284_01,C000284,P007,2026-07-13,0.282,0,0
R000284_02,C000284,P002,2026-06-17,0.31,1,0
R000284_03,C000284,P003,2026-08-10,0.593,0,0
R000284_04,C000284,P007,2026-05-27,0.471,0,0
R000285_01,C000285,P005,2026-04-28,0.553,0,0
R000285_02,C000285,P004,2026-05-19,0.389,0,0
R000285_03,C000285,P004,2026-02-15,0.308,0,0
R000285_04,C000285,P006,2026-06-04,0.33,0,0
R000285_05,C000285,P008,2026-06-12,0.769,0,0
R000286_01,C000286,P008,2026-02-12,0.723,0,0
R000286_02,C000286,P005,2026-03-18,0.603,0,0
R000286_03,C000286,P005,2026-05-24,0.263,0,0
R000287_01,C000287,P003,2026-04-14,0.189,0,0
R000287_02,C000287,P004,2026-06-13,0.708,0,0
R000287_03,C000287,P002,2026-07-12,0.531,0,0
R000287_04,C000287,P005,2026-04-20,0.735,0,0
R000288_01,C000288,P006,2026-06-24,0.288,1,0
R000288_02,C000288,P007,2026-05-23,0.515,1,1
R000288_03,C000288,P005,2026-05-21,0.497,0,0
R000289_01,C000289,P004,2026-05-23,0.398,1,0
R000289_02,C000289,P004,2026-05-19,0.293,1,0
R000290_01,C000290,P005,2026-04-17,0.186,0,0
R000290_02,C000290,P001,2026-04-12,0.459,0,0
R000290_03,C000290,P001,2026-07-16,0.324,0,0
R000290_04,C000290,P008,2026-08-01,0.407,0,0
R000290_05,C000290,P001,2026-07-06,0.517,0,0
R000291_01,C000291,P004,2026-08-04,0.326,0,0
R000291_02,C000291,P001,2026-03-22,0.424,0,0
R000292_01,C000292,P006,2026-02-14,0.379,0,0
R000292_02,C000292,P004,2026-06-14,0.689,0,0
R000292_03,C000292,P005,2026-07-03,0.669,0,0
R000293_01,C000293,P005,2026-07-19,0.627,0,0
R000293_02,C000293,P008,2026-07-23,0.494,1,1
R000293_03,C000293,P007,2026-03-31,0.351,0,0
R000293_04,C000293,P007,2026-06-16,0.614,0,0
R000293_05,C000293,P005,2026-04-10,0.587,0,0
R000294_01,C000294,P004,2026-07-19,0.552,0,0
R000294_02,C000294,P006,2026-05-17,0.545,0,0
R000294_03,C000294,P004,2026-04-14,0.473,1,1
R000295_01,C000295,P002,2026-08-07,0.544,0,0
R000295_02,C000295,P008,2026-03-26,0.431,0,0
R000295_03,C000295,P003,2026-05-17,0.183,0,0
R000295_04,C000295,P004,2026-03-10,0.524,1,0
R000295_05,C000295,P008,2026-08-01,0.415,1,0
R000296_01,C000296,P002,2026-05-25,0.69,0,0
R000296_02,C000296,P004,2026-02-23,0.546,1,0
R000296_03,C000296,P004,2026-03-23,0.554,0,0
R000297_01,C000297,P008,2026-02-20,0.714,1,0
R000297_02,C000297,P001,2026-03-09,0.493,0,0
R000297_03,C000297,P005,2026-04-20,0.659,1,1
R000298_01,C000298,P003,2026-04-16,0.495,0,0
R000298_02,C000298,P007,2026-03-19,0.41,0,0
R000298_03,C000298,P006,2026-07-03,0.435,0,0
R000298_04,C000298,P006,2026-05-20,0.525,1,0
R000299_01,C000299,P005,2026-05-13,0.568,0,0
R000299_02,C000299,P004,2026-04-22,0.612,0,0
R000299_03,C000299,P001,2026-07-07,0.173,0,0
R000299_04,C000299,P004,2026-06-30,0.308,0,0
R000299_05,C000299,P005,2026-07-14,0.399,0,0
R000300_01,C000300,P006,2026-03-07,0.295,0,0
R000300_02,C000300,P003,2026-07-25,0.257,1,0
R000300_03,C000300,P001,2026-04-04,0.361,0,0
R000300_04,C000300,P008,2026-03-08,0.37,0,0
R000300_05,C000300,P002,2026-08-15,0.394,1,0
R000301_01,C000301,P008,2026-04-01,0.676,0,0
R000301_02,C000301,P008,2026-04-11,0.511,0,0
R000301_03,C000301,P006,2026-03-07,0.495,1,0
R000302_01,C000302,P003,2026-07-22,0.251,0,0
R000302_02,C000302,P008,2026-05-19,0.228,0,0
R000303_01,C000303,P008,2026-04-03,0.369,1,1
R000303_02,C000303,P005,2026-05-07,0.453,0,0
R000303_03,C000303,P006,2026-07-06,0.219,0,0
R000303_04,C000303,P008,2026-06-29,0.655,0,0
R000303_05,C000303,P002,2026-03-05,0.436,0,0
R000304_01,C000304,P003,2026-02-13,0.305,0,0
R000304_02,C000304,P005,2026-06-02,0.444,1,0
R000304_03,C000304,P002,2026-02-25,0.399,1,0
R000304_04,C000304,P007,2026-03-13,0.506,0,0
R000305_01,C000305,P001,2026-07-02,0.353,0,0
R000305_02,C000305,P006,2026-05-12,0.108,0,0
R000306_01,C000306,P004,2026-06-05,0.338,1,0
R000306_02,C000306,P007,2026-03-11,0.297,1,1
R000306_03,C000306,P005,2026-07-28,0.252,0,0
R000306_04,C000306,P005,2026-03-03,0.476,1,1
R000307_01,C000307,P001,2026-07-30,0.431,0,0
R000307_02,C000307,P007,2026-08-07,0.707,0,0
R000307_03,C000307,P005,2026-05-04,0.558,0,0
R000307_04,C000307,P003,2026-07-22,0.52,0,0
R000308_01,C000308,P004,2026-06-19,0.278,1,0
R000308_02,C000308,P002,2026-05-22,0.384,1,0
R000308_03,C000308,P001,2026-07-05,0.32,0,0
R000308_04,C000308,P001,2026-04-14,0.443,0,0
R000308_05,C000308,P005,2026-08-13,0.307,0,0
R000309_01,C000309,P005,2026-04-11,0.429,1,0
R000309_02,C000309,P001,2026-02-15,0.443,0,0
R000310_01,C000310,P001,2026-08-17,0.306,0,0
R000310_02,C000310,P005,2026-03-13,0.24,1,0
R000310_03,C000310,P002,2026-06-10,0.16,0,0
R000310_04,C000310,P001,2026-02-28,0.305,0,0
R000310_05,C000310,P003,2026-07-05,0.055,0,0
R000311_01,C000311,P004,2026-07-29,0.612,0,0
R000311_02,C000311,P003,2026-07-03,0.382,0,0
R000311_03,C000311,P004,2026-05-17,0.387,0,0
R000312_01,C000312,P007,2026-08-08,0.52,0,0
R000312_02,C000312,P006,2026-04-12,0.363,1,0
R000313_01,C000313,P001,2026-07-31,0.493,0,0
R000313_02,C000313,P001,2026-06-04,0.544,0,0
R000313_03,C000313,P005,2026-04-13,0.306,0,0
R000313_04,C000313,P002,2026-05-19,0.474,0,0
R000313_05,C000313,P006,2026-03-13,0.277,0,0
R000314_01,C000314,P004,2026-05-31,0.315,0,0
R000314_02,C000314,P001,2026-04-20,0.45,0,0
R000314_03,C000314,P002,2026-04-18,0.537,1,0
R000314_04,C000314,P002,2026-08-07,0.559,0,0
R000315_01,C000315,P005,2026-07-28,0.47,0,0
R000315_02,C000315,P004,2026-03-07,0.42,1,0
R000315_03,C000315,P003,2026-08-04,0.231,0,0
R000315_04,C000315,P004,2026-08-10,0.451,0,0
R000315_05,C000315,P007,2026-07-05,0.55,1,0
R000316_01,C000316,P008,2026-08-02,0.388,1,0
R000316_02,C000316,P005,2026-07-16,0.539,0,0
R000316_03,C000316,P001,2026-05-02,0.448,0,0
R000316_04,C000316,P003,2026-08-05,0.184,0,0
R000317_01,C000317,P005,2026-06-06,0.343,0,0
R000317_02,C000317,P001,2026-06-18,0.403,0,0
R000318_01,C000318,P002,2026-08-13,0.558,0,0
R000318_02,C000318,P002,2026-03-23,0.351,0,0
R000318_03,C000318,P001,2026-05-03,0.58,0,0
R000318_04,C000318,P006,2026-02-12,0.477,1,1
R000319_01,C000319,P005,2026-03-04,0.397,0,0
R000319_02,C000319,P002,2026-07-27,0.259,0,0
R000320_01,C000320,P002,2026-06-12,0.426,0,0
R000320_02,C000320,P001,2026-07-28,0.711,1,1
R000321_01,C000321,P007,2026-04-14,0.297,0,0
R000321_02,C000321,P004,2026-05-18,0.283,0,0
R000322_01,C000322,P007,2026-08-09,0.356,1,0
R000322_02,C000322,P005,2026-07-21,0.47,0,0
R000322_03,C000322,P004,2026-06-22,0.513,0,0
R000322_04,C000322,P004,2026-05-08,0.51,1,1
R000323_01,C000323,P005,2026-04-04,0.36,0,0
R000323_02,C000323,P002,2026-06-07,0.436,0,0
R000323_03,C000323,P005,2026-03-22,0.367,0,0
R000324_01,C000324,P002,2026-03-31,0.478,0,0
R000324_02,C000324,P007,2026-06-28,0.422,0,0
R000324_03,C000324,P007,2026-04-16,0.465,1,0
R000325_01,C000325,P004,2026-05-08,0.7,0,0
R000325_02,C000325,P007,2026-06-04,0.357,0,0
R000325_03,C000325,P006,2026-08-01,0.466,1,0
R000326_01,C000326,P006,2026-02-14,0.536,0,0
R000326_02,C000326,P006,2026-05-03,0.57,1,0
R000326_03,C000326,P001,2026-03-24,0.349,0,0
R000326_04,C000326,P008,2026-03-18,0.456,0,0
R000326_05,C000326,P006,2026-03-14,0.356,1,0
R000327_01,C000327,P001,2026-03-09,0.54,1,0
R000327_02,C000327,P007,2026-07-14,0.467,0,0
R000327_03,C000327,P007,2026-04-01,0.412,1,0
R000327_04,C000327,P006,2026-07-18,0.521,0,0
R000327_05,C000327,P002,2026-02-19,0.441,0,0
R000328_01,C000328,P004,2026-08-12,0.541,0,0
R000328_02,C000328,P008,2026-06-04,0.521,0,0
R000328_03,C000328,P004,2026-06-16,0.439,0,0
R000328_04,C000328,P001,2026-03-02,0.56,1,0
R000329_01,C000329,P002,2026-05-24,0.479,0,0
R000329_02,C000329,P006,2026-06-08,0.464,1,1
R000329_03,C000329,P001,2026-08-08,0.343,0,0
R000329_04,C000329,P004,2026-02-25,0.436,0,0
R000329_05,C000329,P008,2026-07-31,0.521,1,0
R000330_01,C000330,P002,2026-05-12,0.405,0,0
R000330_02,C000330,P007,2026-03-17,0.565,0,0
R000330_03,C000330,P003,2026-03-22,0.617,0,0
R000330_04,C000330,P005,2026-07-09,0.539,1,0
R000330_05,C000330,P001,2026-03-20,0.627,0,0
R000331_01,C000331,P003,2026-05-28,0.321,1,0
R000331_02,C000331,P001,2026-08-11,0.364,0,0
R000331_03,C000331,P004,2026-02-17,0.348,1,0
R000331_04,C000331,P002,2026-03-24,0.309,1,1
R000331_05,C000331,P001,2026-06-15,0.103,0,0
R000332_01,C000332,P008,2026-03-23,0.409,0,0
R000332_02,C000332,P003,2026-07-28,0.243,0,0
R000332_03,C000332,P006,2026-07-10,0.433,0,0
R000332_04,C000332,P005,2026-07-29,0.202,0,0
R000332_05,C000332,P004,2026-03-02,0.252,0,0
R000333_01,C000333,P005,2026-02-16,0.701,0,0
R000333_02,C000333,P007,2026-05-07,0.553,0,0
R000334_01,C000334,P001,2026-08-04,0.461,0,0
R000334_02,C000334,P001,2026-04-09,0.436,0,0
R000334_03,C000334,P007,2026-06-16,0.398,0,0
R000334_04,C000334,P004,2026-07-31,0.373,1,1
R000335_01,C000335,P004,2026-04-06,0.384,1,0
R000335_02,C000335,P003,2026-07-25,0.417,0,0
R000336_01,C000336,P008,2026-05-14,0.597,0,0
R000336_02,C000336,P005,2026-02-11,0.316,1,0
R000336_03,C000336,P006,2026-06-03,0.434,0,0
R000337_01,C000337,P007,2026-04-19,0.207,0,0
R000337_02,C000337,P007,2026-04-26,0.406,0,0
R000337_03,C000337,P007,2026-06-09,0.233,0,0
R000337_04,C000337,P001,2026-02-11,0.22,0,0
R000337_05,C000337,P008,2026-03-30,0.431,0,0
R000338_01,C000338,P007,2026-05-19,0.508,1,0
R000338_02,C000338,P003,2026-05-27,0.33,0,0
R000338_03,C000338,P005,2026-03-08,0.31,1,0
R000338_04,C000338,P005,2026-06-24,0.602,0,0
R000338_05,C000338,P003,2026-04-07,0.657,0,0
R000339_01,C000339,P006,2026-05-06,0.5,0,0
R000339_02,C000339,P004,2026-07-02,0.419,1,0
R000339_03,C000339,P007,2026-03-18,0.456,1,1
R000340_01,C000340,P008,2026-06-21,0.458,0,0
R000340_02,C000340,P006,2026-06-14,0.475,0,0
R000341_01,C000341,P008,2026-05-22,0.388,0,0
R000341_02,C000341,P002,2026-07-07,0.529,1,0
R000342_01,C000342,P003,2026-04-21,0.545,1,1
R000342_02,C000342,P007,2026-07-12,0.566,0,0
R000342_03,C000342,P004,2026-06-27,0.285,0,0
R000343_01,C000343,P008,2026-03-01,0.66,0,0
R000343_02,C000343,P008,2026-03-30,0.569,1,0
R000343_03,C000343,P007,2026-06-28,0.321,0,0
R000343_04,C000343,P003,2026-04-13,0.404,0,0
R000343_05,C000343,P003,2026-05-16,0.498,0,0
R000344_01,C000344,P006,2026-05-29,0.261,1,0
R000344_02,C000344,P005,2026-06-08,0.291,1,0
R000344_03,C000344,P001,2026-05-01,0.12,0,0
R000344_04,C000344,P005,2026-04-03,0.511,0,0
R000344_05,C000344,P002,2026-05-31,0.069,0,0
R000345_01,C000345,P003,2026-05-22,0.346,1,0
R000345_02,C000345,P004,2026-04-16,0.654,0,0
R000346_01,C000346,P005,2026-03-18,0.366,1,0
R000346_02,C000346,P002,2026-07-26,0.41,0,0
R000346_03,C000346,P002,2026-05-28,0.21,0,0
R000346_04,C000346,P001,2026-05-27,0.493,1,0
R000347_01,C000347,P001,2026-02-28,0.393,0,0
R000347_02,C000347,P004,2026-04-12,0.414,0,0
R000347_03,C000347,P007,2026-07-17,0.496,0,0
R000348_01,C000348,P005,2026-07-17,0.262,0,0
R000348_02,C000348,P007,2026-04-12,0.667,0,0
R000348_03,C000348,P006,2026-06-18,0.533,1,0
R000349_01,C000349,P007,2026-02-24,0.4,0,0
R000349_02,C000349,P007,2026-07-10,0.305,0,0
R000349_03,C000349,P005,2026-08-05,0.406,1,0
R000349_04,C000349,P007,2026-08-15,0.137,0,0
R000350_01,C000350,P007,2026-05-20,0.404,0,0
R000350_02,C000350,P005,2026-02-23,0.387,0,0
R000350_03,C000350,P002,2026-07-31,0.264,0,0
R000350_04,C000350,P008,2026-02-26,0.15,0,0
R000350_05,C000350,P007,2026-08-12,0.463,0,0
R000351_01,C000351,P005,2026-08-03,0.276,0,0
R000351_02,C000351,P008,2026-03-25,0.684,1,0
R000351_03,C000351,P005,2026-06-04,0.438,1,1
R000351_04,C000351,P004,2026-08-09,0.453,0,0
R000352_01,C000352,P008,2026-05-05,0.462,0,0
R000352_02,C000352,P005,2026-05-02,0.384,0,0
R000352_03,C000352,P007,2026-06-18,0.321,0,0
R000352_04,C000352,P003,2026-07-05,0.265,0,0
R000352_05,C000352,P003,2026-04-06,0.399,0,0
R000353_01,C000353,P006,2026-06-18,0.6,1,1
R000353_02,C000353,P006,2026-05-30,0.734,0,0
R000353_03,C000353,P001,2026-03-12,0.463,0,0
R000353_04,C000353,P001,2026-07-02,0.666,1,0
R000353_05,C000353,P002,2026-06-18,0.577,1,0
R000354_01,C000354,P003,2026-07-15,0.248,0,0
R000354_02,C000354,P002,2026-06-28,0.227,0,0
R000354_03,C000354,P008,2026-07-20,0.186,1,0
R000355_01,C000355,P001,2026-08-11,0.634,1,1
R000355_02,C000355,P003,2026-04-22,0.404,0,0
R000356_01,C000356,P008,2026-05-25,0.832,1,1
R000356_02,C000356,P001,2026-07-08,0.736,1,0
R000356_03,C000356,P006,2026-07-28,0.553,0,0
R000356_04,C000356,P007,2026-08-05,0.622,0,0
R000356_05,C000356,P001,2026-05-24,0.686,1,1
R000357_01,C000357,P007,2026-03-22,0.63,1,0
R000357_02,C000357,P004,2026-03-23,0.5,0,0
R000358_01,C000358,P003,2026-05-06,0.298,0,0
R000358_02,C000358,P002,2026-08-07,0.498,0,0
R000359_01,C000359,P004,2026-02-23,0.041,0,0
R000359_02,C000359,P007,2026-08-01,0.179,0,0
R000359_03,C000359,P006,2026-07-06,0.164,0,0
R000360_01,C000360,P002,2026-05-14,0.53,0,0
R000360_02,C000360,P007,2026-08-02,0.396,0,0
R000360_03,C000360,P007,2026-07-08,0.545,1,0
R000361_01,C000361,P007,2026-03-23,0.36,0,0
R000361_02,C000361,P003,2026-06-22,0.397,0,0
R000361_03,C000361,P005,2026-06-04,0.342,0,0
R000361_04,C000361,P006,2026-06-03,0.216,0,0
R000361_05,C000361,P006,2026-04-23,0.156,0,0
R000362_01,C000362,P006,2026-05-21,0.589,0,0
R000362_02,C000362,P004,2026-08-16,0.471,0,0
R000362_03,C000362,P008,2026-07-18,0.666,1,0
R000362_04,C000362,P004,2026-06-17,0.326,0,0
R000362_05,C000362,P001,2026-07-12,0.751,1,1
R000363_01,C000363,P002,2026-04-27,0.356,0,0
R000363_02,C000363,P008,2026-02-13,0.559,0,0
R000363_03,C000363,P007,2026-04-15,0.546,1,1
R000363_04,C000363,P002,2026-03-24,0.595,1,0
R000363_05,C000363,P001,2026-04-18,0.602,0,0
R000364_01,C000364,P006,2026-04-07,0.292,0,0
R000364_02,C000364,P001,2026-03-30,0.287,1,0
R000365_01,C000365,P007,2026-08-15,0.528,0,0
R000365_02,C000365,P007,2026-05-23,0.613,0,0
R000365_03,C000365,P001,2026-08-19,0.483,0,0
R000365_04,C000365,P005,2026-06-18,0.595,1,0
R000366_01,C000366,P004,2026-08-02,0.537,0,0
R000366_02,C000366,P002,2026-02-24,0.418,0,0
R000366_03,C000366,P002,2026-07-22,0.44,1,1
R000367_01,C000367,P004,2026-03-09,0.456,1,0
R000367_02,C000367,P007,2026-08-10,0.5,0,0
R000367_03,C000367,P003,2026-07-31,0.47,0,0
R000367_04,C000367,P005,2026-03-21,0.619,1,0
R000367_05,C000367,P002,2026-03-09,0.464,0,0
R000368_01,C000368,P002,2026-06-07,0.321,0,0
R000368_02,C000368,P005,2026-03-21,0.441,1,0
R000369_01,C000369,P004,2026-05-06,0.277,0,0
R000369_02,C000369,P007,2026-07-04,0.312,0,0
R000369_03,C000369,P001,2026-03-09,0.203,0,0
R000369_04,C000369,P001,2026-05-02,0.363,1,0
R000370_01,C000370,P005,2026-07-17,0.511,1,0
R000370_02,C000370,P003,2026-02-16,0.581,1,0
R000371_01,C000371,P004,2026-04-30,0.607,1,0
R000371_02,C000371,P006,2026-05-16,0.547,0,0
R000371_03,C000371,P006,2026-05-11,0.529,0,0
R000371_04,C000371,P001,2026-07-20,0.641,0,0
R000371_05,C000371,P005,2026-03-19,0.538,0,0
R000372_01,C000372,P008,2026-03-10,0.467,0,0
R000372_02,C000372,P003,2026-08-10,0.695,1,0
R000372_03,C000372,P004,2026-03-22,0.399,0,0
R000373_01,C000373,P003,2026-05-21,0.408,0,0
R000373_02,C000373,P001,2026-04-04,0.149,0,0
R000374_01,C000374,P005,2026-06-19,0.582,0,0
R000374_02,C000374,P001,2026-05-04,0.636,0,0
R000374_03,C000374,P006,2026-03-18,0.491,0,0
R000374_04,C000374,P001,2026-07-28,0.511,0,0
R000374_05,C000374,P001,2026-05-21,0.663,0,0
R000375_01,C000375,P006,2026-06-18,0.331,1,0
R000375_02,C000375,P003,2026-03-07,0.575,1,0
R000375_03,C000375,P001,2026-04-01,0.416,0,0
R000376_01,C000376,P005,2026-04-07,0.22,0,0
R000376_02,C000376,P002,2026-02-15,0.416,0,0
R000376_03,C000376,P003,2026-08-12,0.257,0,0
R000376_04,C000376,P005,2026-03-22,0.247,0,0
R000376_05,C000376,P001,2026-02-23,0.273,1,0
R000377_01,C000377,P008,2026-03-04,0.621,0,0
R000377_02,C000377,P003,2026-06-25,0.52,0,0
R000378_01,C000378,P001,2026-04-16,0.279,0,0
R000378_02,C000378,P008,2026-06-02,0.444,0,0
R000378_03,C000378,P001,2026-07-12,0.367,0,0
R000378_04,C000378,P007,2026-03-26,0.285,0,0
R000378_05,C000378,P006,2026-05-07,0.597,0,0
R000379_01,C000379,P007,2026-03-16,0.563,0,0
R000379_02,C000379,P005,2026-06-28,0.428,0,0
R000380_01,C000380,P008,2026-04-17,0.473,1,0
R000380_02,C000380,P007,2026-06-11,0.29,0,0
R000380_03,C000380,P002,2026-03-23,0.584,0,0
R000381_01,C000381,P003,2026-03-14,0.462,1,0
R000381_02,C000381,P004,2026-05-03,0.593,0,0
R000381_03,C000381,P001,2026-06-06,0.475,0,0
R000382_01,C000382,P005,2026-07-20,0.538,0,0
R000382_02,C000382,P002,2026-02-26,0.541,0,0
R000382_03,C000382,P002,2026-04-29,0.427,0,0
R000383_01,C000383,P003,2026-07-27,0.547,1,0
R000383_02,C000383,P002,2026-05-29,0.713,1,0
R000383_03,C000383,P004,2026-03-18,0.69,1,1
R000384_01,C000384,P008,2026-04-28,0.45,0,0
R000384_02,C000384,P007,2026-03-20,0.469,0,0
R000384_03,C000384,P008,2026-07-07,0.035,1,0
R000384_04,C000384,P001,2026-06-23,0.283,0,0
R000384_05,C000384,P005,2026-08-14,0.167,0,0
R000385_01,C000385,P002,2026-06-03,0.161,0,0
R000385_02,C000385,P001,2026-04-15,0.356,0,0
R000385_03,C000385,P008,2026-06-11,0.518,1,0
R000385_04,C000385,P008,2026-08-03,0.525,1,1
R000385_05,C000385,P002,2026-08-11,0.375,0,0
R000386_01,C000386,P006,2026-08-08,0.448,0,0
R000386_02,C000386,P007,2026-06-19,0.468,1,0
R000386_03,C000386,P001,2026-05-04,0.52,0,0
R000386_04,C000386,P003,2026-03-08,0.576,1,1
R000386_05,C000386,P008,2026-03-17,0.34,0,0
R000387_01,C000387,P004,2026-05-14,0.417,0,0
R000387_02,C000387,P008,2026-05-11,0.385,0,0
R000387_03,C000387,P001,2026-03-13,0.163,0,0
R000387_04,C000387,P004,2026-02-16,0.434,0,0
R000388_01,C000388,P008,2026-06-17,0.349,0,0
R000388_02,C000388,P001,2026-06-13,0.365,1,1
R000388_03,C000388,P003,2026-04-25,0.482,0,0
R000389_01,C000389,P002,2026-02-17,0.468,0,0
R000389_02,C000389,P005,2026-05-16,0.612,1,1
R000389_03,C000389,P001,2026-05-10,0.262,0,0
R000389_04,C000389,P007,2026-03-13,0.433,1,0
R000390_01,C000390,P007,2026-08-04,0.494,0,0
R000390_02,C000390,P008,2026-07-13,0.452,0,0
R000390_03,C000390,P004,2026-04-27,0.568,1,1
R000390_04,C000390,P003,2026-08-08,0.645,1,1
R000391_01,C000391,P008,2026-08-12,0.563,1,1
R000391_02,C000391,P008,2026-07-03,0.415,0,0
R000392_01,C000392,P002,2026-03-18,0.236,0,0
R000392_02,C000392,P002,2026-05-04,0.528,0,0
R000392_03,C000392,P001,2026-04-22,0.351,0,0
R000392_04,C000392,P003,2026-08-14,0.277,0,0
R000393_01,C000393,P001,2026-04-01,0.704,0,0
R000393_02,C000393,P006,2026-06-07,0.846,1,1
R000393_03,C000393,P001,2026-07-04,0.638,1,1
R000393_04,C000393,P001,2026-04-11,0.791,0,0
R000394_01,C000394,P008,2026-05-16,0.707,0,0
R000394_02,C000394,P005,2026-05-28,0.521,0,0
R000394_03,C000394,P006,2026-07-25,0.271,0,0
R000395_01,C000395,P006,2026-07-13,0.346,0,0
R000395_02,C000395,P002,2026-05-03,0.261,0,0
R000395_03,C000395,P008,2026-04-02,0.411,0,0
R000396_01,C000396,P007,2026-02-13,0.277,0,0
R000396_02,C000396,P005,2026-07-20,0.243,0,0
R000396_03,C000396,P004,2026-06-16,0.327,0,0
R000396_04,C000396,P002,2026-04-23,0.402,0,0
R000396_05,C000396,P001,2026-02-17,0.44,0,0
R000397_01,C000397,P002,2026-04-09,0.747,0,0
R000397_02,C000397,P007,2026-08-03,0.47,0,0
R000398_01,C000398,P008,2026-07-09,0.541,0,0
R000398_02,C000398,P001,2026-04-29,0.568,1,0
R000399_01,C000399,P003,2026-02-16,0.481,1,0
R000399_02,C000399,P002,2026-06-16,0.446,1,1
R000400_01,C000400,P001,2026-08-02,0.579,1,0
R000400_02,C000400,P005,2026-03-29,0.798,1,0
R000400_03,C000400,P008,2026-03-19,0.748,0,0
R000400_04,C000400,P006,2026-03-11,0.385,0,0
R000401_01,C000401,P002,2026-04-21,0.347,0,0
R000401_02,C000401,P003,2026-03-12,0.575,1,0
R000402_01,C000402,P008,2026-05-01,0.546,0,0
R000402_02,C000402,P005,2026-02-24,0.421,0,0
R000402_03,C000402,P002,2026-04-22,0.49,1,0
R000402_04,C000402,P007,2026-07-29,0.656,1,1
R000403_01,C000403,P006,2026-03-10,0.294,1,0
R000403_02,C000403,P001,2026-05-26,0.415,1,1
R000404_01,C000404,P004,2026-03-26,0.521,0,0
R000404_02,C000404,P001,2026-08-07,0.521,0,0
R000405_01,C000405,P002,2026-03-06,0.404,0,0
R000405_02,C000405,P007,2026-08-08,0.425,1,0
R000405_03,C000405,P002,2026-02-13,0.305,1,1
R000405_04,C000405,P001,2026-04-10,0.211,0,0
R000405_05,C000405,P002,2026-03-03,0.515,0,0
R000406_01,C000406,P001,2026-03-30,0.209,0,0
R000406_02,C000406,P003,2026-07-04,0.556,1,1
R000407_01,C000407,P007,2026-07-04,0.798,1,1
R000407_02,C000407,P001,2026-08-09,0.222,0,0
R000407_03,C000407,P006,2026-06-21,0.57,0,0
R000407_04,C000407,P004,2026-07-04,0.369,0,0
R000408_01,C000408,P005,2026-06-30,0.446,0,0
R000408_02,C000408,P003,2026-05-25,0.494,0,0
R000408_03,C000408,P008,2026-03-20,0.358,0,0
R000408_04,C000408,P003,2026-04-06,0.399,0,0
R000408_05,C000408,P002,2026-06-23,0.46,0,0
R000409_01,C000409,P004,2026-03-04,0.429,0,0
R000409_02,C000409,P007,2026-04-12,0.569,0,0
R000410_01,C000410,P005,2026-03-24,0.434,0,0
R000410_02,C000410,P006,2026-06-08,0.563,0,0
R000410_03,C000410,P008,2026-05-13,0.411,0,0
R000410_04,C000410,P006,2026-07-20,0.426,1,0
R000410_05,C000410,P002,2026-04-21,0.734,1,0
R000411_01,C000411,P001,2026-05-03,0.474,0,0
R000411_02,C000411,P007,2026-05-13,0.401,0,0
R000411_03,C000411,P004,2026-04-24,0.517,0,0
R000411_04,C000411,P003,2026-06-08,0.032,0,0
R000411_05,C000411,P008,2026-03-23,0.433,1,0
R000412_01,C000412,P003,2026-06-12,0.427,0,0
R000412_02,C000412,P002,2026-07-23,0.623,0,0
R000412_03,C000412,P008,2026-04-10,0.594,0,0
R000413_01,C000413,P002,2026-03-22,0.487,0,0
R000413_02,C000413,P002,2026-06-21,0.683,0,0
R000413_03,C000413,P002,2026-02-19,0.664,0,0
R000413_04,C000413,P006,2026-02-18,0.6,0,0
R000414_01,C000414,P002,2026-07-24,0.446,1,1
R000414_02,C000414,P005,2026-06-29,0.413,1,1
R000414_03,C000414,P006,2026-08-13,0.607,1,0
R000414_04,C000414,P006,2026-07-05,0.409,1,0
R000415_01,C000415,P002,2026-08-01,0.462,0,0
R000415_02,C000415,P004,2026-02-16,0.777,1,1
R000415_03,C000415,P005,2026-02-11,0.665,0,0
R000415_04,C000415,P005,2026-08-01,0.689,1,0
R000415_05,C000415,P006,2026-03-27,0.763,0,0
R000416_01,C000416,P007,2026-04-05,0.588,0,0
R000416_02,C000416,P007,2026-04-21,0.553,0,0
R000416_03,C000416,P007,2026-07-10,0.71,1,1
R000417_01,C000417,P004,2026-06-23,0.484,0,0
R000417_02,C000417,P002,2026-03-15,0.337,1,0
R000418_01,C000418,P006,2026-06-24,0.568,0,0
R000418_02,C000418,P004,2026-07-15,0.15,0,0
R000418_03,C000418,P006,2026-04-10,0.268,0,0
R000418_04,C000418,P006,2026-05-21,0.335,1,0
R000419_01,C000419,P002,2026-07-25,0.462,0,0
R000419_02,C000419,P001,2026-07-04,0.365,1,0
R000419_03,C000419,P007,2026-03-19,0.131,0,0
R000419_04,C000419,P006,2026-06-21,0.357,1,0
R000420_01,C000420,P003,2026-05-06,0.262,0,0
R000420_02,C000420,P008,2026-03-16,0.249,0,0
R000420_03,C000420,P006,2026-03-26,0.242,0,0
R000421_01,C000421,P007,2026-02-18,0.479,1,0
R000421_02,C000421,P007,2026-03-20,0.546,0,0
R000421_03,C000421,P006,2026-05-18,0.761,1,0
R000421_04,C000421,P005,2026-06-21,0.384,1,0
R000421_05,C000421,P002,2026-04-16,0.381,0,0
