transaction_id,customer_id,transaction_date,transaction_type,amount,channel,merchant_category
T000356_008,C000356,2026-08-18,Debit,548.27,Mobile App,Transfer
T000356_009,C000356,2026-08-16,Debit,311.38,Mobile App,Other
T000356_010,C000356,2026-07-20,Credit,202.11,Internet Banking,Investment
T000356_011,C000356,2026-05-18,Credit,143.62,Mobile App,Bills
T000356_012,C000356,2026-07-25,Debit,193.44,Branch,Shopping
T000356_013,C000356,2026-08-19,Credit,126.2,Mobile App,Cash
T000356_014,C000356,2026-08-19,Credit,345.7,Internet Banking,Investment
T000356_015,C000356,2026-07-29,Debit,428.1,Mobile App,Shopping
T000356_016,C000356,2026-08-05,Debit,196.78,Branch,Cash
T000356_017,C000356,2026-07-11,Debit,207.14,Internet Banking,Shopping
T000356_018,C000356,2026-07-25,Debit,320.43,Mobile App,Bills
T000356_019,C000356,2026-07-30,Credit,275.25,Internet Banking,Bills
T000356_020,C000356,2026-08-17,Debit,262.11,Internet Banking,Investment
T000356_021,C000356,2026-07-27,Debit,369.54,Mobile App,Bills
T000356_022,C000356,2026-08-19,Credit,178.96,ATM,Travel
T000356_023,C000356,2026-07-06,Debit,284.68,ATM,Shopping
T000356_024,C000356,2026-07-16,Debit,239.34,Branch,Transfer
T000356_025,C000356,2026-08-24,Debit,398.38,Mobile App,Investment
T000356_026,C000356,2026-08-14,Debit,157.96,ATM,Bills
T000356_027,C000356,2026-08-23,Credit,934.76,Mobile App,Transfer
T000356_028,C000356,2026-07-31,Credit,517.33,ATM,Food
T000356_029,C000356,2026-08-18,Debit,469.41,Mobile App,Other
T000356_030,C000356,2026-08-07,Debit,403.15,Mobile App,Transfer
T000356_031,C000356,2026-08-06,Debit,631.28,Mobile App,Transfer
T000356_032,C000356,2026-08-01,Credit,230.25,Internet Banking,Investment
T000356_033,C000356,2026-08-16,Credit,549.8,Mobile App,Food
T000356_034,C000356,2026-08-11,Debit,457.48,Mobile App,Bills
T000356_035,C000356,2026-07-24,Credit,481.65,Mobile App,Shopping
T000356_036,C000356,2026-07-30,Debit,190.77,Branch,Cash
T000356_037,C000356,2026-05-09,Debit,501.21,Mobile App,Food
T000356_038,C000356,2026-08-17,Debit,204.22,ATM,Transfer
T000356_039,C000356,2026-08-21,Credit,221.68,Mobile App,Other
T000356_040,C000356,2026-07-09,Credit,282.4,Internet Banking,Travel
T000356_041,C000356,2026-07-29,Credit,400.07,Mobile App,Shopping
T000356_042,C000356,2026-06-22,Debit,286.74,Mobile App,Investment
T000356_043,C000356,2026-08-12,Debit,224.0,Mobile App,Shopping
T000356_044,C000356,2026-06-09,Credit,377.26,Mobile App,Bills
T000356_045,C000356,2026-08-02,Debit,186.9,Internet Banking,Investment
T000356_046,C000356,2026-08-14,Debit,324.44,Mobile App,Investment
T000356_047,C000356,2026-07-31,Debit,118.44,Mobile App,Investment
T000356_048,C000356,2026-08-16,Credit,303.96,Internet Banking,Food
T000356_049,C000356,2026-06-21,Credit,106.51,Branch,Other
T000356_050,C000356,2026-05-31,Credit,311.02,Internet Banking,Shopping
T000356_051,C000356,2026-08-13,Debit,296.93,Mobile App,Shopping
T000356_052,C000356,2026-08-13,Credit,329.77,Mobile App,Travel
T000356_053,C000356,2026-08-23,Credit,198.52,Mobile App,Other
T000356_054,C000356,2026-07-27,Debit,312.86,Mobile App,Travel
T000356_055,C000356,2026-07-30,Debit,225.39,ATM,Travel
T000357_001,C000357,2026-07-14,Debit,40.0,Internet Banking,Travel
T000357_002,C000357,2026-08-17,Debit,97.69,Mobile App,Investment
T000357_003,C000357,2026-08-22,Credit,219.93,POS,Investment
T000357_004,C000357,2026-07-05,Debit,69.25,Mobile App,Food
T000357_005,C000357,2026-08-13,Debit,157.63,POS,Travel
T000357_006,C000357,2026-08-16,Debit,66.78,Mobile App,Investment
T000357_007,C000357,2026-08-22,Debit,161.64,Mobile App,Cash
T000357_008,C000357,2026-07-28,Credit,174.15,POS,Shopping
T000357_009,C000357,2026-08-20,Debit,174.8,Internet Banking,Transfer
T000357_010,C000357,2026-08-15,Credit,70.08,Mobile App,Bills
T000357_011,C000357,2026-08-09,Credit,222.31,Mobile App,Bills
T000357_012,C000357,2026-08-16,Debit,157.99,Branch,Other
T000357_013,C000357,2026-07-08,Debit,188.04,Branch,Travel
T000357_014,C000357,2026-07-06,Debit,132.82,Branch,Travel
T000357_015,C000357,2026-08-13,Debit,121.03,Mobile App,Travel
T000357_016,C000357,2026-08-14,Debit,89.49,Mobile App,Travel
T000357_017,C000357,2026-08-07,Debit,94.25,Mobile App,Food
T000357_018,C000357,2026-08-15,Debit,113.99,ATM,Food
T000357_019,C000357,2026-08-17,Credit,262.85,Internet Banking,Cash
T000357_020,C000357,2026-07-07,Credit,121.37,Mobile App,Food
T000357_021,C000357,2026-06-11,Debit,86.6,Internet Banking,Transfer
T000357_022,C000357,2026-07-04,Debit,196.62,Mobile App,Bills
T000357_023,C000357,2026-06-14,Credit,112.92,ATM,Transfer
T000357_024,C000357,2026-05-12,Debit,167.45,ATM,Cash
T000357_025,C000357,2026-08-16,Debit,178.98,Mobile App,Transfer
T000357_026,C000357,2026-08-22,Debit,137.14,Mobile App,Travel
T000357_027,C000357,2026-08-07,Debit,104.55,Mobile App,Investment
T000357_028,C000357,2026-08-12,Debit,78.26,Mobile App,Transfer
T000357_029,C000357,2026-06-23,Credit,194.76,POS,Travel
T000357_030,C000357,2026-08-19,Debit,198.49,Mobile App,Other
T000357_031,C000357,2026-07-26,Credit,208.65,Internet Banking,Other
T000357_032,C000357,2026-08-02,Debit,84.51,ATM,Food
T000357_033,C000357,2026-08-12,Debit,87.77,Internet Banking,Food
T000357_034,C000357,2026-07-24,Credit,102.89,ATM,Other
T000357_035,C000357,2026-08-13,Debit,64.47,Branch,Food
T000357_036,C000357,2026-08-16,Debit,157.88,Mobile App,Food
T000357_037,C000357,2026-07-27,Credit,134.47,Branch,Food
T000357_038,C000357,2026-07-25,Debit,186.03,Internet Banking,Shopping
T000357_039,C000357,2026-08-01,Debit,66.8,Branch,Shopping
T000357_040,C000357,2026-08-13,Credit,171.97,POS,Bills
T000357_041,C000357,2026-08-20,Debit,200.01,Branch,Cash
T000357_042,C000357,2026-06-03,Debit,321.57,Internet Banking,Transfer
T000357_043,C000357,2026-05-16,Debit,279.03,Mobile App,Travel
T000358_001,C000358,2026-06-15,Debit,106.46,Mobile App,Other
T000358_002,C000358,2026-07-21,Credit,48.7,ATM,Travel
T000358_003,C000358,2026-07-20,Credit,124.22,Internet Banking,Other
T000358_004,C000358,2026-06-19,Credit,89.61,POS,Bills
T000358_005,C000358,2026-06-23,Credit,94.05,Mobile App,Bills
T000358_006,C000358,2026-06-25,Debit,271.81,Internet Banking,Transfer
T000358_007,C000358,2026-07-03,Credit,204.87,Internet Banking,Other
T000358_008,C000358,2026-06-05,Debit,154.08,ATM,Transfer
T000358_009,C000358,2026-06-23,Credit,112.16,Branch,Bills
T000358_010,C000358,2026-06-05,Credit,73.14,Mobile App,Travel
T000358_011,C000358,2026-01-20,Debit,297.02,Internet Banking,Other
T000358_012,C000358,2026-06-12,Debit,191.77,Internet Banking,Investment
T000358_013,C000358,2026-07-17,Debit,380.67,POS,Other
T000358_014,C000358,2026-07-21,Debit,116.75,Mobile App,Shopping
T000358_015,C000358,2026-06-15,Debit,140.88,POS,Investment
T000358_016,C000358,2025-10-14,Debit,216.37,Mobile App,Investment
T000358_017,C000358,2026-07-06,Debit,99.32,Mobile App,Bills
T000358_018,C000358,2026-07-09,Credit,325.06,Internet Banking,Food
T000358_019,C000358,2026-03-27,Credit,140.63,Mobile App,Other
T000358_020,C000358,2026-06-09,Debit,172.93,Internet Banking,Investment
T000358_021,C000358,2026-05-09,Debit,131.58,Mobile App,Shopping
T000358_022,C000358,2026-06-30,Debit,114.98,Internet Banking,Shopping
T000359_001,C000359,2026-07-05,Debit,40.0,ATM,Investment
T000359_002,C000359,2026-06-21,Debit,66.52,Mobile App,Travel
T000359_003,C000359,2026-08-16,Debit,40.0,POS,Travel
T000359_004,C000359,2026-07-29,Debit,50.81,Mobile App,Shopping
T000359_005,C000359,2026-08-13,Debit,40.0,Mobile App,Bills
T000359_006,C000359,2026-08-14,Debit,48.28,Mobile App,Investment
T000359_007,C000359,2026-06-21,Credit,70.58,Mobile App,Travel
T000359_008,C000359,2026-06-30,Credit,70.9,Mobile App,Food
T000359_009,C000359,2026-08-16,Credit,51.07,Mobile App,Travel
T000359_010,C000359,2026-08-16,Debit,60.1,Internet Banking,Shopping
T000359_011,C000359,2026-08-10,Debit,96.94,Branch,Other
T000359_012,C000359,2026-08-17,Debit,92.43,Mobile App,Investment
T000359_013,C000359,2026-08-09,Debit,63.92,Internet Banking,Investment
T000359_014,C000359,2026-07-25,Credit,55.62,ATM,Shopping
T000359_015,C000359,2026-08-01,Debit,40.0,POS,Cash
T000359_016,C000359,2026-07-14,Credit,77.18,Mobile App,Shopping
T000359_017,C000359,2026-08-06,Debit,46.46,ATM,Investment
T000359_018,C000359,2026-08-10,Debit,81.51,ATM,Bills
T000359_019,C000359,2026-08-16,Debit,55.94,POS,Shopping
T000359_020,C000359,2026-07-05,Debit,50.84,Mobile App,Other
T000359_021,C000359,2026-04-12,Debit,85.21,ATM,Food
T000359_022,C000359,2026-05-08,Credit,150.42,Internet Banking,Travel
T000359_023,C000359,2026-08-16,Credit,51.27,Mobile App,Travel
T000359_024,C000359,2026-04-09,Debit,104.53,Internet Banking,Investment
T000359_025,C000359,2026-08-04,Credit,126.08,ATM,Transfer
T000359_026,C000359,2026-07-29,Debit,54.81,Mobile App,Bills
T000359_027,C000359,2026-08-15,Credit,58.15,Mobile App,Transfer
T000359_028,C000359,2026-07-20,Debit,40.0,Mobile App,Cash
T000359_029,C000359,2026-08-05,Debit,40.0,Internet Banking,Other
T000359_030,C000359,2026-08-09,Credit,81.54,Internet Banking,Investment
T000360_001,C000360,2026-06-13,Credit,40.0,Mobile App,Travel
T000360_002,C000360,2026-08-16,Credit,42.34,Mobile App,Food
T000360_003,C000360,2026-08-13,Debit,40.0,ATM,Cash
T000360_004,C000360,2026-07-23,Credit,50.36,Internet Banking,Travel
T000360_005,C000360,2026-06-19,Debit,40.1,Mobile App,Investment
T000360_006,C000360,2026-07-30,Debit,47.87,Branch,Cash
T000360_007,C000360,2026-07-20,Debit,40.0,Branch,Travel
T000360_008,C000360,2026-07-16,Debit,46.27,Branch,Other
T000360_009,C000360,2026-08-06,Credit,40.0,ATM,Bills
T000360_010,C000360,2026-08-08,Debit,76.46,Mobile App,Investment
T000360_011,C000360,2026-08-21,Debit,40.0,Mobile App,Other
T000360_012,C000360,2026-07-31,Debit,70.82,Internet Banking,Bills
T000360_013,C000360,2026-07-02,Credit,40.0,Mobile App,Investment
T000360_014,C000360,2026-08-18,Debit,40.0,POS,Travel
T000360_015,C000360,2026-08-14,Credit,40.0,Mobile App,Transfer
T000360_016,C000360,2026-07-30,Debit,40.0,Internet Banking,Bills
T000360_017,C000360,2026-06-29,Debit,40.0,Branch,Transfer
T000360_018,C000360,2026-08-19,Debit,40.0,Internet Banking,Transfer
T000360_019,C000360,2026-07-23,Debit,49.43,ATM,Shopping
T000360_020,C000360,2026-07-14,Debit,40.99,Branch,Shopping
T000360_021,C000360,2026-08-22,Credit,67.58,Mobile App,Bills
T000360_022,C000360,2026-08-13,Debit,51.62,Internet Banking,Transfer
T000360_023,C000360,2026-07-20,Debit,40.0,Internet Banking,Cash
T000360_024,C000360,2026-08-15,Credit,40.0,Branch,Cash
T000360_025,C000360,2026-03-24,Debit,40.0,Mobile App,Bills
T000360_026,C000360,2026-08-04,Credit,85.29,POS,Investment
T000360_027,C000360,2026-08-09,Debit,55.89,Mobile App,Food
T000360_028,C000360,2026-07-12,Debit,69.56,ATM,Other
T000360_029,C000360,2026-08-11,Credit,77.76,Mobile App,Bills
T000360_030,C000360,2026-07-04,Debit,40.0,Internet Banking,Shopping
T000360_031,C000360,2026-08-22,Debit,40.0,Branch,Transfer
T000360_032,C000360,2026-07-02,Credit,40.0,POS,Cash
T000360_033,C000360,2026-05-23,Debit,83.83,ATM,Bills
T000360_034,C000360,2026-08-21,Debit,53.27,Mobile App,Transfer
T000360_035,C000360,2026-08-06,Credit,40.0,Mobile App,Investment
T000360_036,C000360,2026-08-04,Debit,40.0,Internet Banking,Food
T000361_001,C000361,2026-05-06,Debit,60.4,Mobile App,Investment
T000361_002,C000361,2026-07-27,Credit,40.0,POS,Bills
T000361_003,C000361,2026-07-26,Debit,86.85,Mobile App,Travel
T000361_004,C000361,2026-06-04,Credit,40.0,Mobile App,Shopping
T000361_005,C000361,2026-08-08,Debit,40.0,Internet Banking,Transfer
T000361_006,C000361,2026-06-23,Credit,40.0,Internet Banking,Investment
T000361_007,C000361,2026-08-11,Debit,40.0,Internet Banking,Shopping
T000361_008,C000361,2026-06-28,Credit,57.62,Branch,Cash
T000361_009,C000361,2026-05-02,Debit,57.64,POS,Bills
T000361_010,C000361,2026-07-26,Debit,40.0,ATM,Transfer
T000361_011,C000361,2026-07-19,Debit,40.0,Internet Banking,Cash
T000361_012,C000361,2026-08-06,Debit,40.0,Internet Banking,Travel
T000361_013,C000361,2026-07-30,Credit,96.03,Mobile App,Shopping
T000361_014,C000361,2026-08-08,Credit,51.47,Branch,Cash
T000361_015,C000361,2026-07-31,Debit,40.0,Branch,Food
T000361_016,C000361,2026-07-23,Credit,48.4,ATM,Shopping
T000361_017,C000361,2026-05-27,Credit,40.0,Internet Banking,Transfer
T000361_018,C000361,2026-08-10,Debit,40.0,Mobile App,Cash
T000361_019,C000361,2026-06-03,Credit,40.0,ATM,Investment
T000361_020,C000361,2026-06-26,Debit,40.0,Mobile App,Shopping
T000361_021,C000361,2026-07-30,Credit,40.0,Internet Banking,Other
T000361_022,C000361,2026-07-27,Credit,55.36,Internet Banking,Other
T000361_023,C000361,2026-06-07,Credit,40.0,Mobile App,Food
T000361_024,C000361,2026-07-20,Credit,40.0,Mobile App,Investment
T000361_025,C000361,2026-08-03,Debit,40.0,Mobile App,Transfer
T000361_026,C000361,2026-05-29,Debit,40.0,Mobile App,Other
T000361_027,C000361,2026-07-15,Credit,40.0,Mobile App,Shopping
T000361_028,C000361,2026-07-29,Debit,54.29,Mobile App,Cash
T000361_029,C000361,2026-07-26,Credit,40.0,ATM,Shopping
T000362_001,C000362,2026-07-30,Debit,164.65,Mobile App,Shopping
T000362_002,C000362,2026-07-18,Debit,200.56,Mobile App,Bills
T000362_003,C000362,2026-07-28,Debit,212.97,Branch,Bills
T000362_004,C000362,2026-08-03,Debit,437.44,Mobile App,Bills
T000362_005,C000362,2026-07-05,Debit,236.21,Mobile App,Shopping
T000362_006,C000362,2026-07-10,Credit,367.72,Mobile App,Cash
T000362_007,C000362,2026-06-03,Debit,245.81,Internet Banking,Other
T000362_008,C000362,2026-07-14,Debit,138.1,Branch,Transfer
T000362_009,C000362,2026-07-28,Debit,261.41,ATM,Bills
T000362_010,C000362,2026-08-05,Debit,272.54,Mobile App,Other
T000362_011,C000362,2026-08-08,Debit,274.61,POS,Travel
T000362_012,C000362,2026-08-05,Debit,241.49,Branch,Bills
T000362_013,C000362,2026-08-08,Debit,62.47,Internet Banking,Transfer
T000362_014,C000362,2026-07-02,Credit,189.44,Internet Banking,Bills
T000362_015,C000362,2026-06-07,Debit,245.58,Mobile App,Transfer
T000362_016,C000362,2026-06-27,Debit,246.83,Internet Banking,Transfer
T000362_017,C000362,2026-06-24,Debit,200.66,Internet Banking,Other
T000362_018,C000362,2026-08-02,Debit,124.22,Internet Banking,Other
T000362_019,C000362,2026-07-26,Credit,218.15,Mobile App,Shopping
T000362_020,C000362,2026-08-02,Debit,200.23,Internet Banking,Travel
T000362_021,C000362,2026-08-07,Debit,178.7,Branch,Shopping
T000362_022,C000362,2026-07-04,Debit,86.53,Branch,Shopping
T000362_023,C000362,2026-08-07,Debit,172.45,Mobile App,Transfer
T000362_024,C000362,2026-07-26,Debit,110.27,Branch,Cash
T000362_025,C000362,2026-08-04,Debit,162.81,Mobile App,Cash
T000362_026,C000362,2026-07-14,Credit,97.49,Mobile App,Transfer
T000362_027,C000362,2026-08-04,Debit,105.63,Mobile App,Bills
T000362_028,C000362,2026-07-16,Debit,124.29,Mobile App,Food
T000362_029,C000362,2026-07-26,Debit,446.05,POS,Cash
T000362_030,C000362,2026-06-25,Debit,154.21,Mobile App,Cash
T000362_031,C000362,2026-08-08,Debit,94.5,Mobile App,Other
T000362_032,C000362,2026-08-08,Credit,184.7,Internet Banking,Food
T000362_033,C000362,2026-05-29,Debit,75.03,POS,Other
T000362_034,C000362,2026-07-15,Debit,212.9,Internet Banking,Other
T000362_035,C000362,2026-08-01,Credit,252.76,Mobile App,Investment
T000362_036,C000362,2026-07-09,Debit,129.37,Internet Banking,Investment
T000362_037,C000362,2026-07-27,Credit,177.71,Mobile App,Shopping
T000362_038,C000362,2026-08-09,Credit,134.1,Mobile App,Shopping
T000362_039,C000362,2026-04-06,Debit,215.89,Internet Banking,Transfer
T000362_040,C000362,2026-07-15,Debit,332.19,Internet Banking,Food
T000362_041,C000362,2026-07-31,Credit,248.94,POS,Bills
T000362_042,C000362,2026-07-30,Debit,134.38,Mobile App,Other
T000362_043,C000362,2026-07-09,Debit,257.06,ATM,Food
T000362_044,C000362,2026-07-19,Debit,248.82,Mobile App,Bills
T000362_045,C000362,2026-06-22,Debit,211.6,ATM,Transfer
T000362_046,C000362,2026-07-27,Debit,122.52,Mobile App,Other
T000362_047,C000362,2026-08-07,Debit,137.29,ATM,Bills
T000362_048,C000362,2026-06-25,Debit,129.11,Mobile App,Investment
T000362_049,C000362,2026-08-05,Credit,232.0,POS,Investment
T000362_050,C000362,2026-07-25,Debit,245.0,Internet Banking,Bills
T000362_051,C000362,2026-06-05,Debit,70.69,Internet Banking,Transfer
T000362_052,C000362,2026-07-15,Debit,177.5,ATM,Shopping
T000362_053,C000362,2026-06-07,Debit,150.93,Mobile App,Bills
T000362_054,C000362,2026-08-03,Debit,125.93,POS,Travel
T000362_055,C000362,2026-07-30,Debit,214.15,Mobile App,Other
T000362_056,C000362,2026-07-15,Debit,223.73,ATM,Other
T000363_001,C000363,2026-07-17,Debit,95.51,Internet Banking,Other
T000363_002,C000363,2026-08-12,Credit,181.01,ATM,Food
T000363_003,C000363,2026-08-02,Debit,70.3,Branch,Travel
T000363_004,C000363,2026-08-22,Debit,104.79,Mobile App,Food
T000363_005,C000363,2026-07-14,Debit,43.78,ATM,Transfer
T000363_006,C000363,2026-08-22,Debit,79.02,Mobile App,Bills
T000363_007,C000363,2026-07-25,Debit,66.84,Mobile App,Food
T000363_008,C000363,2026-08-01,Debit,49.5,Internet Banking,Cash
T000363_009,C000363,2026-08-24,Debit,100.63,Mobile App,Bills
T000363_010,C000363,2026-08-12,Debit,92.56,Mobile App,Travel
T000363_011,C000363,2026-07-18,Debit,132.29,Internet Banking,Other
T000363_012,C000363,2026-08-15,Debit,99.28,Mobile App,Travel
T000363_013,C000363,2026-08-24,Debit,136.94,Branch,Other
T000363_014,C000363,2026-08-20,Debit,40.0,Mobile App,Food
T000363_015,C000363,2026-08-08,Debit,54.04,ATM,Other
T000363_016,C000363,2026-08-11,Debit,75.87,Mobile App,Other
T000363_017,C000363,2026-07-17,Debit,115.62,Internet Banking,Food
T000363_018,C000363,2026-06-24,Debit,63.14,Mobile App,Bills
T000363_019,C000363,2026-07-04,Debit,143.1,Mobile App,Other
T000363_020,C000363,2026-07-11,Debit,146.54,Mobile App,Travel
T000363_021,C000363,2026-08-09,Debit,73.18,Internet Banking,Bills
T000363_022,C000363,2026-08-08,Debit,86.71,Branch,Food
T000363_023,C000363,2026-08-19,Debit,146.64,Mobile App,Shopping
T000363_024,C000363,2026-08-11,Debit,44.96,Mobile App,Other
T000363_025,C000363,2026-07-12,Credit,146.53,Mobile App,Bills
T000363_026,C000363,2026-07-05,Debit,70.5,Mobile App,Other
T000363_027,C000363,2026-07-09,Debit,54.68,POS,Shopping
T000363_028,C000363,2026-08-08,Debit,61.1,Mobile App,Travel
T000363_029,C000363,2026-07-12,Debit,49.36,Mobile App,Shopping
T000363_030,C000363,2026-08-22,Debit,55.77,Internet Banking,Investment
T000363_031,C000363,2026-07-24,Debit,94.57,POS,Cash
T000363_032,C000363,2026-08-03,Debit,160.92,Mobile App,Travel
T000363_033,C000363,2026-08-07,Debit,66.35,ATM,Food
T000363_034,C000363,2026-06-22,Debit,97.64,Mobile App,Investment
T000363_035,C000363,2026-05-28,Debit,92.08,Branch,Bills
T000363_036,C000363,2026-08-19,Debit,88.25,ATM,Travel
T000363_037,C000363,2026-08-05,Debit,104.93,Internet Banking,Food
T000363_038,C000363,2026-06-15,Debit,148.03,Branch,Investment
T000364_001,C000364,2026-07-18,Debit,40.0,ATM,Transfer
T000364_002,C000364,2026-07-08,Debit,40.0,Internet Banking,Shopping
T000364_003,C000364,2026-08-04,Debit,40.0,Mobile App,Shopping
T000364_004,C000364,2026-06-13,Credit,40.0,Mobile App,Food
T000364_005,C000364,2026-07-25,Debit,40.0,Internet Banking,Shopping
T000364_006,C000364,2026-07-21,Credit,40.0,POS,Bills
T000364_007,C000364,2026-07-12,Debit,40.0,Mobile App,Other
T000364_008,C000364,2026-06-18,Debit,45.84,ATM,Transfer
T000364_009,C000364,2026-06-21,Debit,40.0,Branch,Travel
T000364_010,C000364,2026-07-14,Debit,40.0,Internet Banking,Other
T000364_011,C000364,2026-07-13,Debit,40.0,Internet Banking,Shopping
T000364_012,C000364,2026-07-19,Debit,40.0,Mobile App,Investment
T000364_013,C000364,2026-07-19,Credit,40.0,ATM,Transfer
T000364_014,C000364,2026-06-30,Debit,40.0,Internet Banking,Shopping
T000364_015,C000364,2026-06-30,Credit,40.0,Internet Banking,Travel
T000364_016,C000364,2026-07-30,Credit,40.17,Internet Banking,Shopping
T000364_017,C000364,2026-07-29,Credit,40.0,Internet Banking,Shopping
T000364_018,C000364,2026-07-22,Debit,40.0,Internet Banking,Food
T000364_019,C000364,2026-08-03,Debit,40.0,Branch,Bills
T000364_020,C000364,2026-06-23,Credit,40.0,Branch,Bills
T000364_021,C000364,2026-07-14,Debit,40.0,Mobile App,Shopping
T000364_022,C000364,2026-05-26,Credit,40.0,Mobile App,Food
T000364_023,C000364,2026-07-27,Credit,40.0,ATM,Cash
T000364_024,C000364,2026-06-12,Credit,40.0,Branch,Bills
T000364_025,C000364,2026-08-01,Debit,40.0,Mobile App,Cash
T000364_026,C000364,2026-06-23,Credit,40.0,Branch,Other
T000364_027,C000364,2026-07-15,Debit,40.0,Branch,Cash
T000364_028,C000364,2026-08-04,Debit,40.0,Mobile App,Cash
T000364_029,C000364,2026-06-26,Debit,40.0,POS,Bills
T000364_030,C000364,2026-07-29,Debit,40.0,ATM,Cash
T000364_031,C000364,2026-07-27,Credit,40.0,ATM,Bills
T000364_032,C000364,2026-07-11,Debit,40.0,ATM,Investment
T000364_033,C000364,2026-05-23,Debit,40.0,Mobile App,Investment
T000364_034,C000364,2026-07-13,Debit,40.0,Mobile App,Investment
T000364_035,C000364,2026-07-26,Credit,40.0,Mobile App,Bills
T000364_036,C000364,2026-08-03,Debit,40.0,Mobile App,Travel
T000364_037,C000364,2026-07-09,Debit,40.0,ATM,Food
T000364_038,C000364,2026-07-14,Credit,40.0,Internet Banking,Food
T000364_039,C000364,2026-07-27,Debit,40.0,Internet Banking,Travel
T000364_040,C000364,2026-07-24,Credit,40.0,Mobile App,Shopping
T000364_041,C000364,2026-07-05,Credit,40.0,Branch,Shopping
T000364_042,C000364,2026-07-22,Credit,40.0,Branch,Transfer
T000364_043,C000364,2026-07-24,Credit,40.0,Internet Banking,Shopping
T000365_001,C000365,2026-07-17,Credit,40.0,Mobile App,Travel
T000365_002,C000365,2026-07-14,Debit,40.0,Internet Banking,Transfer
T000365_003,C000365,2026-07-12,Credit,40.0,ATM,Transfer
T000365_004,C000365,2026-07-27,Debit,40.0,Branch,Travel
T000365_005,C000365,2026-07-07,Credit,40.0,Branch,Travel
T000365_006,C000365,2026-07-05,Debit,40.0,Mobile App,Food
T000365_007,C000365,2026-07-26,Debit,40.0,Mobile App,Transfer
T000365_008,C000365,2026-07-22,Credit,56.63,Internet Banking,Cash
T000365_009,C000365,2026-07-07,Credit,40.0,Mobile App,Other
T000365_010,C000365,2026-07-28,Debit,74.18,Mobile App,Transfer
T000365_011,C000365,2026-07-22,Credit,40.0,Branch,Food
T000365_012,C000365,2026-08-01,Credit,40.0,Internet Banking,Travel
T000365_013,C000365,2026-07-29,Debit,40.0,Mobile App,Travel
T000365_014,C000365,2026-08-01,Credit,90.88,Mobile App,Investment
T000365_015,C000365,2026-08-03,Credit,53.03,Mobile App,Other
T000365_016,C000365,2026-05-30,Credit,40.0,POS,Cash
T000365_017,C000365,2026-04-17,Credit,40.0,Internet Banking,Travel
T000365_018,C000365,2026-07-14,Debit,40.0,Mobile App,Cash
T000365_019,C000365,2026-06-11,Debit,40.0,POS,Transfer
T000365_020,C000365,2026-07-18,Credit,40.0,Branch,Travel
T000365_021,C000365,2026-07-10,Debit,40.0,Branch,Transfer
T000365_022,C000365,2026-07-18,Debit,40.0,Mobile App,Food
T000365_023,C000365,2026-08-03,Credit,40.0,Internet Banking,Cash
T000365_024,C000365,2026-07-30,Credit,40.0,Mobile App,Bills
T000365_025,C000365,2026-07-24,Credit,42.54,POS,Investment
T000365_026,C000365,2026-07-09,Credit,40.0,Mobile App,Shopping
T000365_027,C000365,2026-07-03,Credit,40.0,ATM,Cash
T000365_028,C000365,2026-07-26,Debit,40.0,Mobile App,Cash
T000365_029,C000365,2026-06-27,Credit,40.0,Branch,Investment
T000365_030,C000365,2026-07-04,Credit,40.0,ATM,Cash
T000365_031,C000365,2026-07-29,Credit,40.0,Internet Banking,Travel
T000366_001,C000366,2026-07-10,Debit,113.62,Mobile App,Shopping
T000366_002,C000366,2026-08-08,Credit,68.44,Mobile App,Food
T000366_003,C000366,2026-08-04,Debit,82.62,Internet Banking,Food
T000366_004,C000366,2026-06-24,Credit,68.69,Internet Banking,Cash
T000366_005,C000366,2026-07-13,Debit,61.85,ATM,Travel
T000366_006,C000366,2026-08-12,Debit,65.66,Branch,Shopping
T000366_007,C000366,2026-07-16,Debit,53.47,Internet Banking,Cash
T000366_008,C000366,2026-08-07,Debit,40.0,Mobile App,Transfer
T000366_009,C000366,2026-08-13,Credit,131.19,Mobile App,Food
T000366_010,C000366,2026-08-09,Debit,67.17,Mobile App,Other
T000366_011,C000366,2026-08-05,Debit,46.35,Mobile App,Travel
T000366_012,C000366,2026-07-05,Credit,100.89,Mobile App,Cash
T000366_013,C000366,2026-07-24,Debit,82.35,Internet Banking,Bills
T000366_014,C000366,2026-08-05,Credit,76.26,Mobile App,Transfer
T000366_015,C000366,2026-08-07,Debit,69.03,Mobile App,Food
T000366_016,C000366,2026-08-01,Debit,63.33,Internet Banking,Bills
T000366_017,C000366,2026-06-14,Debit,59.51,Internet Banking,Transfer
T000366_018,C000366,2026-08-06,Debit,135.84,Mobile App,Food
T000366_019,C000366,2026-07-30,Credit,40.0,Mobile App,Travel
T000366_020,C000366,2026-07-22,Debit,40.0,Mobile App,Other
T000366_021,C000366,2026-08-05,Debit,74.77,Branch,Bills
T000366_022,C000366,2026-05-16,Debit,80.8,Mobile App,Cash
T000366_023,C000366,2026-07-30,Debit,40.41,Internet Banking,Transfer
T000366_024,C000366,2026-07-28,Debit,45.03,Mobile App,Cash
T000366_025,C000366,2026-07-23,Debit,40.0,Branch,Investment
T000366_026,C000366,2026-07-11,Debit,40.0,ATM,Food
T000366_027,C000366,2026-07-27,Debit,104.0,Internet Banking,Cash
T000366_028,C000366,2026-07-10,Debit,61.98,Internet Banking,Cash
