customer_id,age,customer_tenure_years,annual_income,average_account_balance,monthly_spending,transaction_count,average_transaction_amount_x,recency_days,debit_ratio,credit_ratio,digital_usage_score,mobile_app_login_frequency,digital_transaction_ratio,products_held,engagement_score,spending_trend,total_transaction_amount,average_transaction_amount_y,median_transaction_amount,transaction_count_actual,active_months,last_transaction_date,first_transaction_date,debit_transactions,credit_transactions,transaction_amount_std,transactions_per_active_month,debit_ratio_actual,credit_ratio_actual,recency_days_actual,frequency,monetary,recency_score,frequency_score,monetary_score,rfm_score,products_held_actual,product_categories_held,product_value_total,product_value_average,loan_products,investment_products,insurance_products,credit_card_products,campaigns_received,campaign_interactions,campaigns_opened,campaigns_clicked,campaigns_converted,campaign_open_rate,campaign_click_rate,campaign_conversion_rate,recommendations_received,average_suitability_score,recommendations_accepted,recommendations_converted,recommendation_acceptance_rate,recommendation_conversion_rate,high_value_transactions,monthly_income,balance_to_income_ratio,spending_to_income_ratio,transaction_value_to_income_ratio,product_penetration,high_value_transaction_ratio,digital_activity_index,relationship_depth_score,customer_value_index
C000313,39,14.8,115701,368957,6888.82,55,107.89,8.3,0.834,0.166,0.738,18.0,0.674,5,0.591,0.253,7821.7,142.21272727272728,131.4,55,5,2026-08-20,2026-04-29,43,12,66.1958637639942,11.0,0.7818181818181819,0.21818181818181817,9,55,7821.7,3,5,5,13,5,4,366231.37,73246.274,0,1,1,1,4,4,3,1,0,0.75,0.3333333333333333,0.0,5,0.41879999999999995,0,0,0.0,0.0,0,9641.75,3.1888834150093777,0.7144781808281692,0.06760270006309366,0.625,0.0,0.6806000000000001,0.6148,0.7006666666666667
C000314,31,10.3,92145,411782,2707.13,42,100.0,10.2,0.691,0.309,0.768,12.0,0.677,5,0.546,-0.022,2500.86,59.54428571428572,49.045,42,5,2026-08-19,2026-04-22,32,10,26.7429521276493,8.4,0.7619047619047619,0.23809523809523808,10,42,2500.86,3,3,2,8,5,5,289245.38,57849.076,1,1,1,1,7,7,2,2,2,0.2857142857142857,1.0,1.0,4,0.46525000000000005,1,0,0.25,0.0,0,7678.75,4.46884801128656,0.35254826631938796,0.027140485104997558,0.625,0.0,0.63485,0.6013,0.5614166666666667
C000315,34,4.0,55239,169012,1000.0,22,100.0,4.0,0.806,0.194,0.627,9.0,0.535,1,0.672,0.073,1288.43,58.565000000000005,46.875,22,4,2026-08-25,2026-05-31,16,6,26.993984118159155,5.5,0.7272727272727273,0.2727272727272727,4,22,1288.43,5,1,1,7,1,1,7497.45,7497.45,0,0,0,0,4,4,3,2,0,0.75,0.6666666666666666,0.0,5,0.4244,2,0,0.4,0.0,0,4603.25,3.0596498850449865,0.2172378211046543,0.023324643820489148,0.125,0.0,0.5059,0.4016,0.15575
C000316,29,2.6,66886,213444,2472.12,29,100.0,11.2,0.697,0.303,0.554,8.0,0.102,2,0.492,0.104,2094.63,72.22862068965517,64.43,29,4,2026-08-18,2026-05-19,25,4,31.14315342370476,7.25,0.8620689655172413,0.13793103448275862,11,29,2094.63,3,2,2,7,2,2,69105.87,34552.935,0,0,0,1,6,6,5,2,1,0.8333333333333334,0.4,0.5,4,0.38975000000000004,1,0,0.25,0.0,0,5573.833333333333,3.1911610800466463,0.4435224112669318,0.0313164189815507,0.25,0.0,0.35480000000000006,0.39759999999999995,0.33008333333333334
C000317,53,1.9,73915,151812,3052.09,52,100.0,12.6,0.796,0.204,0.665,14.0,0.552,2,0.568,0.016,2814.78,54.13038461538462,43.834999999999994,52,4,2026-08-16,2026-05-22,41,11,23.472446839507043,13.0,0.7884615384615384,0.21153846153846154,13,52,2814.78,2,4,3,9,2,2,35803.44,17901.72,0,0,0,1,7,7,5,3,0,0.7142857142857143,0.6,0.0,2,0.373,0,0,0.0,0.0,0,6159.583333333333,2.053872691605222,0.4955026719880945,0.038081309612392616,0.25,0.0,0.57725,0.4204,0.3625833333333333
C000318,27,4.6,77581,487601,3479.88,39,100.0,7.0,0.717,0.283,0.54,8.0,0.415,2,0.477,0.081,3266.98,83.76871794871795,73.67,39,3,2026-08-22,2026-06-07,27,12,43.246640282009324,13.0,0.6923076923076923,0.3076923076923077,7,39,3266.98,4,3,3,10,2,2,252431.64,126215.82,0,0,1,0,3,3,0,0,0,0.0,0.0,0.0,4,0.4915,1,1,0.25,1.0,0,6465.083333333333,6.285056908263622,0.5382575630631211,0.04211056830925098,0.25,0.0,0.42675,0.35559999999999997,0.577
C000319,55,10.8,68034,172761,1948.59,27,100.0,1.8,0.688,0.312,0.662,17.0,0.461,1,0.508,0.101,1581.08,58.55851851851852,49.95,27,4,2026-08-27,2026-05-28,20,7,21.430470884611527,6.75,0.7407407407407407,0.25925925925925924,2,27,1581.08,5,2,1,8,1,1,6330.41,6330.41,0,0,0,0,4,4,2,0,0,0.5,0.0,0.0,2,0.328,0,0,0.0,0.0,0,5669.5,2.5393332745392008,0.3436969750418908,0.023239556692242112,0.125,0.0,0.5831500000000001,0.35240000000000005,0.2755
C000320,40,7.0,56856,655807,1581.51,31,100.0,4.7,0.594,0.406,0.184,9.0,0.448,3,0.551,-0.05,1493.91,48.19064516129033,40.0,31,4,2026-08-25,2026-03-10,22,9,14.416956899309893,7.75,0.7096774193548387,0.2903225806451613,4,31,1493.91,5,2,1,8,3,2,289503.45,96501.15000000001,0,0,0,1,6,6,1,0,0,0.16666666666666666,0.0,0.0,2,0.5685,1,1,0.5,1.0,0,4738.0,11.534525819614464,0.33379273955255384,0.026275327142254116,0.375,0.0,0.2848,0.46530000000000005,0.39658333333333334
C000321,65,11.0,40192,235338,1166.65,12,126.37,57.5,0.694,0.306,0.294,8.0,0.266,1,0.496,-0.034,932.04,77.67,66.075,12,6,2026-07-01,2026-01-31,6,6,39.43149433453601,2.0,0.5,0.5,59,12,932.04,1,1,1,3,1,1,6981.98,6981.98,0,0,0,0,4,4,3,1,1,0.75,0.3333333333333333,1.0,2,0.29,0,0,0.0,0.0,0,3349.3333333333335,5.855344347133758,0.34832304936305736,0.02318968949044586,0.125,0.0,0.2788,0.42379999999999995,0.14508333333333331
C000322,39,9.5,71276,425309,4071.32,42,129.61,9.2,0.637,0.363,0.494,2.0,0.525,3,0.56,-0.082,4008.33,95.43642857142856,78.775,42,4,2026-08-20,2026-05-29,32,10,60.57483643300258,10.5,0.7619047619047619,0.23809523809523808,9,42,4008.33,3,3,4,10,3,3,268536.63,89512.21,1,0,0,1,5,5,2,1,1,0.4,0.5,1.0,4,0.46225,2,1,0.5,0.5,0,5939.666666666667,5.967071665076603,0.6854458723834109,0.05623674168022897,0.375,0.0,0.37355000000000005,0.4680000000000001,0.5421666666666667
C000323,24,3.3,69684,360457,2309.6,28,100.0,8.9,0.605,0.395,0.363,6.0,0.18,3,0.624,-0.099,1804.65,64.45178571428572,62.055,28,4,2026-08-20,2026-05-12,20,8,25.959645043166436,7.0,0.7142857142857143,0.2857142857142857,9,28,1804.65,3,2,1,6,3,3,154752.15,51584.049999999996,0,1,0,1,3,3,1,0,0,0.3333333333333333,0.0,0.0,3,0.38766666666666666,0,0,0.0,0.0,0,5807.0,5.172736926697664,0.3977268813500947,0.025897623557775102,0.375,0.0,0.26835,0.4872000000000001,0.4235
C000324,48,14.6,160966,488851,8518.05,54,190.05,10.1,0.866,0.134,0.51,15.0,0.181,4,0.39,-0.056,9324.72,172.67999999999998,155.89499999999998,54,5,2026-08-19,2026-04-05,46,8,76.25689036606389,10.8,0.8518518518518519,0.14814814814814814,10,54,9324.72,3,5,5,13,4,4,424862.5,106215.625,0,1,1,1,7,7,3,2,0,0.42857142857142855,0.6666666666666666,0.0,3,0.455,1,0,0.3333333333333333,0.0,0,13413.833333333334,3.036982965346719,0.6350198178497322,0.057929749139569844,0.5,0.0,0.42474999999999996,0.5045,0.8044166666666667
C000325,47,4.2,97679,261476,4280.52,57,100.0,6.9,0.802,0.198,0.854,19.0,0.583,3,0.67,-0.225,3502.53,61.44789473684211,55.84,57,3,2026-08-23,2026-06-04,42,15,24.553174419210045,19.0,0.7368421052631579,0.2631578947368421,6,57,3502.53,4,5,3,12,3,3,48970.97,16323.656666666668,0,1,1,0,4,4,2,1,1,0.5,0.5,1.0,3,0.5076666666666666,1,0,0.3333333333333333,0.0,0,8139.916666666667,2.676890631558472,0.5258677914393063,0.035857553824261104,0.375,0.0,0.7200499999999999,0.4635,0.56175
C000326,37,5.2,108577,577253,3002.25,51,106.61,15.3,0.726,0.274,0.668,6.0,0.811,3,0.503,0.07,3167.8,62.11372549019608,48.64,51,4,2026-08-14,2026-05-09,38,13,32.39708585418042,12.75,0.7450980392156863,0.2549019607843137,15,51,3167.8,2,4,3,9,3,3,207021.87,69007.29,0,1,0,1,3,3,3,3,0,1.0,1.0,0.0,5,0.45339999999999997,2,0,0.4,0.0,0,9048.083333333334,5.316531125376461,0.33181060445582394,0.02917560809379519,0.375,0.0,0.56335,0.4509000000000001,0.6695
C000327,33,3.2,81438,295778,3374.87,38,100.0,5.2,0.542,0.458,0.656,7.0,0.487,4,0.627,0.047,3065.88,80.68105263157895,70.53,38,4,2026-08-24,2026-05-01,20,18,35.04811301466952,9.5,0.5263157894736842,0.47368421052631576,5,38,3065.88,4,3,3,10,4,3,256840.8,64210.2,0,1,0,1,4,4,3,2,0,0.75,0.6666666666666666,0.0,5,0.47620000000000007,2,0,0.4,0.0,0,6786.5,3.6319408629877943,0.49729168201576657,0.03764679879171885,0.5,0.0,0.48695000000000005,0.5381,0.5059166666666666
C000328,37,10.6,74123,254607,2735.22,37,100.0,4.9,0.736,0.264,0.608,6.0,0.582,2,0.517,0.129,3291.8199999999997,88.9681081081081,82.2,37,5,2026-08-22,2026-04-25,25,12,46.37683604259049,7.4,0.6756756756756757,0.32432432432432434,7,37,3291.8199999999997,4,3,3,10,2,2,60991.020000000004,30495.510000000002,0,0,0,1,7,7,4,0,0,0.5714285714285714,0.0,0.0,4,0.51525,1,0,0.25,0.0,0,6176.916666666667,3.4349257315543085,0.44281316190656067,0.04441023703843611,0.25,0.0,0.4791,0.4426,0.4119166666666667
C000329,30,8.1,51030,98779,1758.65,29,100.0,3.5,0.605,0.395,0.609,5.0,0.417,2,0.662,0.02,2187.83,75.44241379310344,67.77,29,4,2026-08-25,2026-05-22,21,8,33.88390870259092,7.25,0.7241379310344828,0.27586206896551724,4,29,2187.83,5,2,2,9,2,1,43362.350000000006,21681.175000000003,0,0,0,0,6,6,3,1,0,0.5,0.3333333333333333,0.0,5,0.44860000000000005,2,1,0.4,0.5,0,4252.5,1.9357044875563394,0.41355673133450915,0.042873407799333726,0.25,0.0,0.4283,0.4486,0.12575
C000330,56,4.6,104036,285719,3124.74,23,172.84,13.8,0.83,0.17,1.0,12.0,0.771,1,0.677,0.16,3540.29,153.92565217391305,143.81,23,2,2026-08-13,2026-07-03,22,1,64.93076416293441,11.5,0.9565217391304348,0.043478260869565216,16,23,3540.29,2,1,3,6,1,1,47311.59,47311.59,0,0,0,0,7,7,6,5,0,0.8571428571428571,0.8333333333333334,0.0,5,0.5506,1,0,0.2,0.0,0,8669.666666666666,2.746347418201392,0.36042216155946016,0.034029470567880346,0.125,0.0,0.76275,0.3281,0.5469166666666667
C000331,48,8.0,54942,102698,1719.86,24,104.12,5.7,0.575,0.425,0.635,13.0,0.594,1,0.317,0.054,1890.91,78.78791666666667,71.33,24,3,2026-08-24,2026-06-24,14,10,38.34310912289385,8.0,0.5833333333333334,0.4166666666666667,5,24,1890.91,4,2,2,8,1,1,7712.01,7712.01,0,0,0,0,3,3,2,0,0,0.6666666666666666,0.0,0.0,5,0.28900000000000003,3,1,0.6,0.3333333333333333,0,4578.5,1.8692075279385534,0.37563830949000765,0.03441647555604092,0.125,0.0,0.56425,0.2576,0.14625
C000332,41,9.8,87496,197394,2847.43,11,242.52,101.1,0.576,0.424,0.48,5.0,0.39,2,0.343,-0.044,2917.28,265.20727272727277,208.77,11,4,2026-05-11,2026-02-01,4,7,155.7770898489832,2.75,0.36363636363636365,0.6363636363636364,110,11,2917.28,1,1,3,5,2,1,54873.64,27436.82,0,0,0,0,7,7,3,2,0,0.42857142857142855,0.6666666666666666,0.0,5,0.30779999999999996,0,0,0.0,0.0,0,7291.333333333333,2.2560345615799577,0.3905225381731736,0.03334186705677974,0.25,0.0,0.3635,0.3529,0.4403333333333333
C000333,21,6.7,90651,799883,2171.01,35,100.0,5.7,0.823,0.177,0.82,16.0,0.73,4,0.725,0.009,2370.36,67.72457142857144,50.12,35,4,2026-08-24,2026-05-09,31,4,37.90253470826093,8.75,0.8857142857142857,0.11428571428571428,5,35,2370.36,4,2,2,8,4,4,439865.84,109966.46,1,1,0,1,5,5,3,1,0,0.6,0.3333333333333333,0.0,2,0.627,0,0,0.0,0.0,0,7554.25,8.823763665045062,0.28738921798987327,0.026148194724823777,0.5,0.0,0.7115,0.5675,0.6139166666666666
C000334,48,3.2,46331,290143,1670.74,28,100.37,26.0,0.733,0.267,0.628,9.0,0.476,1,0.487,0.009,1443.0,51.535714285714285,44.515,28,6,2026-08-03,2026-03-16,21,7,16.23343792541515,4.666666666666667,0.75,0.25,26,28,1443.0,1,2,1,4,1,1,39001.74,39001.74,0,0,0,0,3,3,0,0,0,0.0,0.0,0.0,4,0.41700000000000004,1,1,0.25,1.0,0,3860.9166666666665,6.262394509075997,0.4327314325181844,0.031145453368155232,0.125,0.0,0.49160000000000004,0.4210999999999999,0.22225
C000335,34,5.0,61402,1326964,2163.75,15,206.07,23.3,0.485,0.515,0.202,8.0,0.178,2,0.411,-0.188,2126.43,141.762,131.62,15,4,2026-07-29,2026-02-14,9,6,69.47048141888344,3.75,0.6,0.4,31,15,2126.43,1,1,2,4,2,2,361488.95999999996,180744.47999999998,0,0,0,1,3,3,0,0,0,0.0,0.0,0.0,2,0.40049999999999997,1,0,0.5,0.0,0,5116.833333333333,21.61108758672356,0.42286896192306445,0.03463128236865248,0.25,0.0,0.21540000000000004,0.37329999999999997,0.5058333333333332
C000336,21,16.2,64046,298063,2450.26,34,100.0,5.7,0.751,0.249,0.855,15.0,0.726,2,0.574,-0.169,2746.52,80.78,77.36,34,4,2026-08-22,2026-04-30,25,9,34.84144945320158,8.5,0.7352941176470589,0.2647058823529412,7,34,2746.52,4,2,3,9,2,2,69100.4,34550.2,0,1,0,0,7,7,6,5,1,0.8571428571428571,0.8333333333333334,0.2,3,0.449,1,0,0.3333333333333333,0.0,0,5337.166666666667,4.653889391999501,0.4590937763482497,0.04288355244667895,0.25,0.0,0.7162499999999999,0.4222,0.3636666666666667
C000337,49,12.7,94250,394512,4913.56,42,105.85,4.7,0.8,0.2,0.214,4.0,0.059,1,0.458,0.011,4011.65,95.51547619047619,91.01,42,4,2026-08-24,2026-04-13,39,3,38.980840584760884,10.5,0.9285714285714286,0.07142857142857142,5,42,4011.65,4,3,4,11,1,1,7472.15,7472.15,0,0,0,0,3,3,2,1,1,0.6666666666666666,0.5,1.0,5,0.2994,0,0,0.0,0.0,0,7854.166666666667,4.185803713527852,0.625599151193634,0.042563925729442974,0.125,0.0,0.15105,0.33740000000000003,0.6359166666666667
C000338,59,4.3,151905,344098,6082.56,50,113.23,5.4,0.563,0.437,0.708,15.0,0.416,5,0.837,0.207,6943.69,138.8738,125.35499999999999,50,4,2026-08-24,2026-05-02,34,16,76.85335853375808,12.5,0.68,0.32,5,50,6943.69,4,4,5,13,5,4,228457.34,45691.468,1,0,1,1,4,4,3,1,0,0.75,0.3333333333333333,0.0,5,0.4814,2,0,0.4,0.0,0,12658.75,2.265218393074619,0.48050241927520493,0.04571074026529739,0.625,0.0,0.5726,0.6511,0.713
C000339,33,4.9,111365,278822,5510.82,34,152.8,3.9,0.767,0.233,0.787,14.0,0.502,2,0.54,0.112,5537.95,162.88088235294117,150.755,34,4,2026-08-24,2026-02-27,25,9,80.86630565388128,8.5,0.7352941176470589,0.2647058823529412,5,34,5537.95,4,2,4,10,2,1,124506.29,62253.145,0,0,0,0,3,3,2,1,1,0.6666666666666666,0.5,1.0,3,0.4583333333333333,2,1,0.6666666666666666,0.5,0,9280.416666666666,2.503677097831455,0.5938117002648947,0.04972792169891797,0.25,0.0,0.61965,0.41200000000000003,0.62875
C000340,45,10.2,49335,615738,1000.0,9,100.0,27.6,0.802,0.198,0.469,5.0,0.398,1,0.425,0.05,775.87,86.20777777777778,88.22,9,5,2026-07-15,2025-12-23,6,3,33.61639770178304,1.8,0.6666666666666666,0.3333333333333333,45,9,775.87,1,1,1,3,1,1,83347.91,83347.91,0,0,0,1,4,4,2,1,0,0.5,0.5,0.0,2,0.4665,0,0,0.0,0.0,0,4111.25,12.480754028580115,0.2432350258437215,0.015726563291780682,0.125,0.0,0.36055,0.365,0.32375
C000341,44,6.5,81499,319755,4413.72,29,206.85,4.9,0.742,0.258,0.581,7.0,0.28,1,0.52,0.085,4559.76,157.23310344827587,129.99,29,5,2026-08-24,2026-04-17,23,6,85.69768354526646,5.8,0.7931034482758621,0.20689655172413793,5,29,4559.76,4,2,4,10,1,1,40090.09,40090.09,0,0,0,1,6,6,3,1,0,0.5,0.3333333333333333,0.0,2,0.4585,1,0,0.5,0.0,0,6791.583333333333,3.923422373280654,0.6498808574338336,0.05594866194677236,0.125,0.0,0.40145000000000003,0.39349999999999996,0.5505
C000342,45,17.9,297600,621439,16693.14,42,337.46,20.5,0.706,0.294,0.62,14.0,0.337,7,0.471,-0.068,15552.48,370.29714285714283,312.20500000000004,42,5,2026-08-08,2026-03-06,35,7,246.52663754837113,8.4,0.8333333333333334,0.16666666666666666,21,42,15552.48,2,3,5,10,7,5,616231.28,88033.04000000001,2,1,1,1,6,6,3,2,0,0.5,0.6666666666666666,0.0,3,0.4653333333333333,1,1,0.3333333333333333,1.0,0,24800.0,2.088168682795699,0.6731104838709677,0.05225967741935484,0.875,0.0,0.50325,0.6788000000000001,0.9125
C000343,41,3.4,90560,438741,2304.9,37,100.0,8.2,0.774,0.226,0.523,11.0,0.563,4,0.616,-0.102,1959.83,52.968378378378375,43.37,37,5,2026-08-21,2026-03-28,30,7,23.530543096333506,7.4,0.8108108108108109,0.1891891891891892,8,37,1959.83,3,3,2,8,4,4,234387.87,58596.9675,1,0,1,1,4,4,2,1,0,0.5,0.5,0.0,5,0.4904,1,0,0.2,0.0,0,7546.666666666667,4.844754858657244,0.3054196113074205,0.021641232332155477,0.5,0.0,0.4861,0.5723,0.5461666666666667
C000344,33,11.6,52521,110536,1340.03,37,100.0,9.9,0.697,0.303,0.708,20.0,0.439,2,0.372,-0.163,1768.09,47.78621621621621,40.0,37,4,2026-08-19,2026-05-25,27,10,12.559197902412077,9.25,0.7297297297297297,0.2702702702702703,10,37,1768.09,3,3,1,7,2,1,54906.79,27453.395,0,0,0,0,5,5,3,2,0,0.6,0.6666666666666666,0.0,5,0.2504,2,0,0.4,0.0,0,4376.75,2.1046057767369244,0.30617010338721656,0.03366443898631023,0.25,0.0,0.62835,0.3616,0.12266666666666667
C000345,42,4.9,105540,504825,6374.52,36,216.14,14.2,0.786,0.214,0.286,5.0,0.115,4,0.302,0.212,5738.110000000001,159.39194444444445,139.845,36,5,2026-08-15,2026-04-09,26,10,90.6103222382037,7.2,0.7222222222222222,0.2777777777777778,14,36,5738.110000000001,2,3,4,9,4,4,349718.88,87429.72,1,1,0,1,5,5,1,0,0,0.2,0.0,0.0,2,0.5,1,0,0.5,0.0,0,8795.0,4.783257532689028,0.72478908470722,0.054369054386962296,0.5,0.0,0.20744999999999997,0.4781,0.7314166666666666
C000346,32,10.8,48782,146812,1138.86,30,100.0,9.9,0.768,0.232,0.899,17.0,0.842,5,0.506,-0.066,1400.48,46.68266666666667,40.0,30,4,2026-08-16,2026-05-01,20,10,15.556606520600232,7.5,0.6666666666666666,0.3333333333333333,13,30,1400.48,2,2,1,5,5,4,108410.89,21682.178,0,1,1,1,4,4,2,1,1,0.5,0.5,1.0,4,0.36975,2,0,0.5,0.0,0,4065.1666666666665,3.0095527038661802,0.280150875322865,0.0287089500225493,0.625,0.0,0.78505,0.5518000000000001,0.11950000000000002
C000347,58,14.1,176141,426293,6790.68,70,100.0,5.3,0.875,0.125,0.622,14.0,0.629,4,0.466,0.085,6704.61,95.78014285714285,82.41,70,5,2026-08-24,2026-04-07,65,5,53.53310213892874,14.0,0.9285714285714286,0.07142857142857142,5,70,6704.61,4,5,5,14,4,4,180630.47,45157.6175,0,1,1,1,6,6,1,1,0,0.16666666666666666,1.0,0.0,3,0.4343333333333333,0,0,0.0,0.0,0,14678.416666666666,2.420180423637881,0.46263027915136173,0.03806388064107732,0.5,0.0,0.5771499999999999,0.5273,0.7753333333333333
C000348,53,7.2,79338,139796,2210.27,42,100.0,9.1,0.651,0.349,0.738,13.0,0.588,2,0.499,0.001,2493.83,59.37690476190476,50.834999999999994,42,6,2026-08-20,2026-02-27,28,14,23.08742699626318,7.0,0.6666666666666666,0.3333333333333333,9,42,2493.83,3,4,2,9,2,2,49339.45,24669.725,0,1,0,0,5,5,3,2,2,0.6,0.6666666666666666,1.0,3,0.4873333333333334,1,0,0.3333333333333333,0.0,0,6611.5,1.7620308049106355,0.33430688951070103,0.031432982933777005,0.25,0.0,0.6091,0.47469999999999996,0.32883333333333337
C000349,21,4.2,72313,258560,2453.07,10,199.0,22.8,0.751,0.249,0.381,7.0,0.221,3,0.387,-0.178,2739.58,273.95799999999997,230.25,10,5,2026-08-06,2026-01-19,8,2,162.3154946256073,2.0,0.8,0.2,23,10,2739.58,2,1,3,6,3,3,143674.62,47891.54,0,1,0,1,5,5,1,1,0,0.2,1.0,0.0,4,0.312,1,0,0.25,0.0,0,6026.083333333333,3.57556732537718,0.407075352979409,0.03788502758840043,0.375,0.0,0.2967,0.4536,0.39066666666666666
C000350,23,4.1,46770,59647,1228.6,24,100.0,4.8,0.726,0.274,0.572,12.0,0.447,1,0.398,-0.05,1597.52,66.56333333333333,53.555,24,4,2026-08-24,2026-05-12,17,7,46.64949672748395,6.0,0.7083333333333334,0.2916666666666667,5,24,1597.52,4,2,1,7,1,1,7372.04,7372.04,0,0,0,1,6,6,4,1,0,0.6666666666666666,0.25,0.0,5,0.3336,0,0,0.0,0.0,0,3897.5,1.2753260637160573,0.31522771007055805,0.034156938208253156,0.125,0.0,0.48915,0.3194,0.06516666666666666
C000351,26,2.6,121497,240301,3989.78,30,100.0,5.8,0.57,0.43,0.565,12.0,0.437,1,0.563,0.218,3489.18,116.306,95.805,30,4,2026-08-21,2026-05-22,16,14,60.92418983939144,7.5,0.5333333333333333,0.4666666666666667,8,30,3489.18,3,2,3,8,1,1,27771.85,27771.85,0,0,0,0,3,3,0,0,0,0.0,0.0,0.0,4,0.46275,2,1,0.5,0.5,0,10124.75,1.9778348436586912,0.3940620756068051,0.028718239956542137,0.125,0.0,0.4835,0.3689,0.5795833333333333
C000352,43,18.0,70127,334299,2108.43,28,100.0,4.5,0.824,0.176,0.491,7.0,0.519,4,0.435,-0.071,2449.12,87.46857142857142,79.505,28,4,2026-08-24,2026-05-13,25,3,44.101818784556045,7.0,0.8928571428571429,0.10714285714285714,5,28,2449.12,4,2,2,8,4,3,221377.65,55344.4125,1,0,0,1,5,5,2,1,0,0.4,0.5,0.0,5,0.36619999999999997,0,0,0.0,0.0,0,5843.916666666667,4.767051207095697,0.3607905656879661,0.03492406633678897,0.5,0.0,0.4207,0.4805,0.39591666666666664
C000353,39,7.9,268151,1684413,15198.27,61,291.41,17.1,0.809,0.191,0.769,15.0,0.557,3,0.75,-0.104,16068.14,263.41213114754095,233.0,61,6,2026-08-12,2026-02-26,49,12,112.01598939607912,10.166666666666666,0.8032786885245902,0.19672131147540983,17,61,16068.14,2,5,5,12,3,3,443013.54,147671.18,1,0,0,1,3,3,2,1,1,0.6666666666666666,0.5,1.0,5,0.608,3,1,0.6,0.3333333333333333,0,22345.916666666668,6.281583883707314,0.6801363410914,0.059921984255139824,0.375,0.0,0.6353000000000001,0.6,0.97675
C000354,56,1.4,55333,97196,2477.03,15,188.21,61.5,0.444,0.556,0.0,6.0,0.274,2,0.329,-0.093,2557.5699999999997,170.50466666666665,121.48,15,5,2026-06-26,2025-12-31,8,7,109.1515379687908,3.0,0.5333333333333333,0.4666666666666667,64,15,2557.5699999999997,1,1,2,4,2,2,35799.55,17899.775,0,0,0,1,3,3,0,0,0,0.0,0.0,0.0,3,0.22033333333333335,1,0,0.3333333333333333,0.0,0,4611.083333333333,1.756564798583124,0.5371904650028013,0.0462214230206206,0.25,0.0,0.1285,0.3862,0.19074999999999998
C000355,30,3.4,75178,253921,3454.15,18,152.44,48.5,0.587,0.413,0.713,17.0,0.628,1,0.478,-0.319,2745.7200000000003,152.54000000000002,120.68,18,4,2026-07-11,2026-04-06,11,7,80.62022545826312,4.5,0.6111111111111112,0.3888888888888889,49,18,2745.7200000000003,1,1,3,5,1,1,4340.67,4340.67,0,0,0,1,3,3,2,0,0,0.6666666666666666,0.0,0.0,2,0.519,1,1,0.5,1.0,0,6264.833333333333,3.3775971693846603,0.5513554497326346,0.036522918939051324,0.125,0.0,0.64785,0.34340000000000004,0.4583333333333333
C000356,28,2.7,407820,2872893,19189.92,55,444.25,5.6,0.616,0.384,1.0,9.0,0.489,5,0.701,0.193,17646.14,320.83890909090906,286.74,55,4,2026-08-24,2026-05-09,31,24,148.74505050804123,13.75,0.5636363636363636,0.43636363636363634,5,55,17646.14,4,5,5,14,5,5,2564464.5100000002,512892.90200000006,1,1,0,1,3,3,3,1,0,1.0,0.3333333333333333,0.0,5,0.6858000000000001,3,2,0.6,0.6666666666666666,0,33985.0,7.044512284831543,0.5646585258202147,0.043269432592810554,0.625,0.0,0.66225,0.6103000000000001,0.99875
C000357,51,8.4,97413,521192,6065.56,43,203.76,7.3,0.688,0.312,0.461,10.0,0.145,3,0.676,-0.038,6257.91,145.53279069767441,137.14,43,4,2026-08-22,2026-05-12,31,12,63.38881283023511,10.75,0.7209302325581395,0.27906976744186046,7,43,6257.91,4,4,5,13,3,3,229105.76,76368.58666666667,0,1,1,1,3,3,1,0,0,0.3333333333333333,0.0,0.0,2,0.565,1,0,0.5,0.0,0,8117.75,5.350333117756357,0.747197191339965,0.06424101505959164,0.375,0.0,0.3437,0.5028,0.7098333333333333
C000358,57,7.6,74743,867753,3113.38,22,100.0,38.0,0.658,0.342,0.715,10.0,0.31,1,0.524,-0.084,3607.06,163.95727272727274,136.10500000000002,22,6,2026-07-21,2025-10-14,13,9,86.76013722473826,3.6666666666666665,0.5909090909090909,0.4090909090909091,39,22,3607.06,1,1,3,5,1,1,44361.09,44361.09,0,0,0,1,5,5,4,2,0,0.8,0.5,0.0,2,0.398,0,0,0.0,0.0,0,6228.583333333333,11.60982299345758,0.4998536317782268,0.04825950256211284,0.125,0.0,0.49924999999999997,0.4322,0.615
C000359,45,7.2,50094,86614,2045.45,30,117.87,11.4,0.544,0.456,0.776,13.0,0.435,2,0.589,-0.139,1991.1100000000001,66.37033333333333,57.045,30,5,2026-08-17,2026-04-09,20,10,26.89770871966265,6.0,0.6666666666666666,0.3333333333333333,12,30,1991.1100000000001,3,2,2,7,2,2,44484.240000000005,22242.120000000003,0,0,0,1,3,3,2,1,0,0.6666666666666666,0.5,0.0,3,0.128,0,0,0.0,0.0,0,4174.5,1.7290294246815987,0.48998682476943345,0.03974747474747475,0.25,0.0,0.58795,0.46419999999999995,0.12716666666666665
